,ORIGIN_AIRPORT,count,date
3070,STT,11,2015-12-28
3071,STX,3,2015-12-28
3072,SUN,2,2015-12-28
3073,SWF,1,2015-12-28
3074,SYR,12,2015-12-28
3075,TLH,1,2015-12-28
3076,TOL,1,2015-12-28
3077,TPA,98,2015-12-28
3078,TRI,4,2015-12-28
3079,TTN,4,2015-12-28
3080,TUL,4,2015-12-28
3081,TUS,19,2015-12-28
3082,TVC,1,2015-12-28
3083,TWF,2,2015-12-28
3084,TYR,3,2015-12-28
3085,TYS,4,2015-12-28
3086,UST,1,2015-12-28
3087,VLD,1,2015-12-28
3088,VPS,3,2015-12-28
3089,WRG,2,2015-12-28
3090,XNA,3,2015-12-28
3091,YAK,2,2015-12-28
3092,YUM,4,2015-12-28
3093,ABE,2,2015-12-29
3094,ABI,3,2015-12-29
3095,ABQ,5,2015-12-29
3096,ABY,1,2015-12-29
3097,ACT,4,2015-12-29
3098,ACV,1,2015-12-29
3099,ACY,5,2015-12-29
3100,AEX,7,2015-12-29
3101,AGS,5,2015-12-29
3102,ALB,4,2015-12-29
3103,AMA,2,2015-12-29
3104,ANC,28,2015-12-29
3105,ASE,4,2015-12-29
3106,ATL,341,2015-12-29
3107,AUS,16,2015-12-29
3108,AVL,5,2015-12-29
3109,AZO,4,2015-12-29
3110,BDL,3,2015-12-29
3111,BET,2,2015-12-29
3112,BFL,3,2015-12-29
3113,BHM,9,2015-12-29
3114,BIL,7,2015-12-29
3115,BIS,8,2015-12-29
3116,BJI,2,2015-12-29
3117,BLI,3,2015-12-29
3118,BMI,5,2015-12-29
3119,BNA,19,2015-12-29
3120,BOI,19,2015-12-29
3121,BOS,9,2015-12-29
3122,BPT,1,2015-12-29
3123,BQK,1,2015-12-29
3124,BQN,4,2015-12-29
3125,BRD,1,2015-12-29
3126,BRO,4,2015-12-29
3127,BRW,3,2015-12-29
3128,BTR,11,2015-12-29
3129,BTV,1,2015-12-29
3130,BUF,10,2015-12-29
3131,BUR,19,2015-12-29
3132,BWI,28,2015-12-29
3133,BZN,6,2015-12-29
3134,CAE,8,2015-12-29
3135,CAK,3,2015-12-29
3136,CDV,2,2015-12-29
3137,CHA,7,2015-12-29
3138,CHO,1,2015-12-29
3139,CHS,12,2015-12-29
3140,CID,7,2015-12-29
3141,CLE,24,2015-12-29
3142,CLL,4,2015-12-29
3143,CLT,92,2015-12-29
3144,CMH,13,2015-12-29
3145,CMI,2,2015-12-29
3146,COS,11,2015-12-29
3147,COU,3,2015-12-29
3148,CPR,1,2015-12-29
3149,CRP,4,2015-12-29
3150,CRW,3,2015-12-29
3151,CSG,2,2015-12-29
3152,CVG,17,2015-12-29
3153,DAB,3,2015-12-29
3154,DAL,7,2015-12-29
3155,DAY,8,2015-12-29
3156,DBQ,2,2015-12-29
3157,DCA,67,2015-12-29
3158,DEN,125,2015-12-29
3159,DFW,212,2015-12-29
3160,DHN,3,2015-12-29
3161,DLH,2,2015-12-29
3162,DRO,1,2015-12-29
3163,DSM,6,2015-12-29
3164,DTW,100,2015-12-29
3165,DVL,1,2015-12-29
3166,ECP,3,2015-12-29
3167,EGE,7,2015-12-29
3168,EKO,1,2015-12-29
3169,ELM,2,2015-12-29
3170,ELP,8,2015-12-29
3171,ERI,1,2015-12-29
3172,EUG,5,2015-12-29
3173,EVV,3,2015-12-29
3174,EWN,1,2015-12-29
3175,EWR,62,2015-12-29
3176,EYW,6,2015-12-29
3177,FAI,4,2015-12-29
3178,FAR,1,2015-12-29
3179,FAT,9,2015-12-29
3180,FAY,3,2015-12-29
3181,FCA,3,2015-12-29
3182,FLG,5,2015-12-29
3183,FLL,88,2015-12-29
3184,FNT,2,2015-12-29
3185,FSD,2,2015-12-29
3186,FSM,5,2015-12-29
3187,FWA,5,2015-12-29
3188,GCC,2,2015-12-29
3189,GCK,2,2015-12-29
3190,GEG,9,2015-12-29
3191,GGG,1,2015-12-29
3192,GJT,8,2015-12-29
3193,GNV,4,2015-12-29
3194,GPT,4,2015-12-29
3195,GRB,1,2015-12-29
3196,GRI,1,2015-12-29
3197,GRK,8,2015-12-29
3198,GRR,12,2015-12-29
3199,GSO,5,2015-12-29
3200,GSP,4,2015-12-29
3201,GTF,2,2015-12-29
3202,GTR,1,2015-12-29
3203,GUC,1,2015-12-29
3204,HDN,4,2015-12-29
3205,HIB,1,2015-12-29
3206,HLN,2,2015-12-29
3207,HNL,81,2015-12-29
3208,HOU,23,2015-12-29
3209,HRL,2,2015-12-29
3210,HSV,5,2015-12-29
3211,HYS,1,2015-12-29
3212,IAD,24,2015-12-29
3213,IAH,130,2015-12-29
3214,ICT,4,2015-12-29
3215,IDA,2,2015-12-29
3216,ILM,4,2015-12-29
3217,IND,21,2015-12-29
3218,INL,1,2015-12-29
3219,ISN,5,2015-12-29
3220,ISP,2,2015-12-29
3221,ITO,6,2015-12-29
3222,JAC,9,2015-12-29
3223,JAN,11,2015-12-29
3224,JAX,12,2015-12-29
3225,JFK,70,2015-12-29
3226,JLN,1,2015-12-29
3227,JMS,2,2015-12-29
3228,JNU,9,2015-12-29
3229,KOA,13,2015-12-29
3230,KTN,6,2015-12-29
3231,LAN,2,2015-12-29
3232,LAS,106,2015-12-29
3233,LAW,2,2015-12-29
3234,LAX,167,2015-12-29
3235,LBB,1,2015-12-29
3236,LCH,3,2015-12-29
3237,LEX,4,2015-12-29
3238,LFT,7,2015-12-29
3239,LGA,78,2015-12-29
3240,LGB,10,2015-12-29
3241,LIH,18,2015-12-29
3242,LIT,10,2015-12-29
3243,LNK,2,2015-12-29
3244,LRD,6,2015-12-29
3245,LSE,1,2015-12-29
3246,MAF,5,2015-12-29
3247,MBS,2,2015-12-29
3248,MCI,13,2015-12-29
3249,MCO,98,2015-12-29
3250,MDT,1,2015-12-29
3251,MDW,9,2015-12-29
3252,MEI,2,2015-12-29
3253,MEM,10,2015-12-29
3254,MFE,2,2015-12-29
3255,MFR,5,2015-12-29
3256,MGM,3,2015-12-29
3257,MHK,2,2015-12-29
3258,MHT,2,2015-12-29
3259,MIA,87,2015-12-29
3260,MKE,7,2015-12-29
3261,MKG,1,2015-12-29
3262,MLB,1,2015-12-29
3263,MLI,2,2015-12-29
3264,MLU,4,2015-12-29
3265,MOB,6,2015-12-29
3266,MOT,3,2015-12-29
3267,MQT,2,2015-12-29
3268,MRY,4,2015-12-29
3269,MSN,7,2015-12-29
3270,MSO,2,2015-12-29
3271,MSP,85,2015-12-29
3272,MSY,34,2015-12-29
3273,MTJ,2,2015-12-29
3274,MYR,3,2015-12-29
3275,OAJ,2,2015-12-29
3276,OAK,16,2015-12-29
3277,OGG,30,2015-12-29
3278,OKC,14,2015-12-29
3279,OMA,8,2015-12-29
3280,ONT,15,2015-12-29
3281,ORD,96,2015-12-29
3282,ORF,8,2015-12-29
3283,OTH,1,2015-12-29
3284,OTZ,1,2015-12-29
3285,PBG,1,2015-12-29
3286,PBI,37,2015-12-29
3287,PDX,55,2015-12-29
3288,PHF,1,2015-12-29
3289,PHL,61,2015-12-29
3290,PHX,153,2015-12-29
3291,PIA,4,2015-12-29
3292,PIB,2,2015-12-29
3293,PIH,1,2015-12-29
3294,PIT,24,2015-12-29
3295,PNS,9,2015-12-29
3296,PSC,7,2015-12-29
3297,PSE,3,2015-12-29
3298,PSG,2,2015-12-29
3299,PSP,19,2015-12-29
3300,PVD,7,2015-12-29
3301,PWM,1,2015-12-29
3302,RAP,3,2015-12-29
3303,RDD,2,2015-12-29
3304,RDM,5,2015-12-29
3305,RDU,22,2015-12-29
3306,RIC,14,2015-12-29
3307,RKS,1,2015-12-29
3308,RNO,10,2015-12-29
3309,ROA,3,2015-12-29
3310,ROC,4,2015-12-29
3311,RST,1,2015-12-29
3312,RSW,31,2015-12-29
3313,SAF,1,2015-12-29
3314,SAN,63,2015-12-29
3315,SAT,20,2015-12-29
3316,SAV,7,2015-12-29
3317,SBA,9,2015-12-29
3318,SBN,1,2015-12-29
3319,SBP,4,2015-12-29
3320,SCC,3,2015-12-29
3321,SCE,1,2015-12-29
3322,SDF,7,2015-12-29
3323,SEA,133,2015-12-29
3324,SFO,183,2015-12-29
3325,SGF,5,2015-12-29
3326,SGU,1,2015-12-29
3327,SHV,10,2015-12-29
3328,SIT,3,2015-12-29
3329,SJC,33,2015-12-29
3330,SJT,4,2015-12-29
3331,SJU,39,2015-12-29
3332,SLC,115,2015-12-29
3333,SMF,23,2015-12-29
3334,SMX,2,2015-12-29
3335,SNA,36,2015-12-29
3336,SPI,1,2015-12-29
3337,SPS,1,2015-12-29
3338,SRQ,3,2015-12-29
3339,STL,20,2015-12-29
3340,STT,9,2015-12-29
3341,STX,2,2015-12-29
3342,SUN,1,2015-12-29
3343,SWF,1,2015-12-29
3344,SYR,4,2015-12-29
3345,TLH,4,2015-12-29
3346,TOL,2,2015-12-29
3347,TPA,63,2015-12-29
3348,TRI,3,2015-12-29
3349,TTN,2,2015-12-29
3350,TUL,10,2015-12-29
3351,TUS,20,2015-12-29
3352,TVC,1,2015-12-29
3353,TXK,2,2015-12-29
3354,TYR,3,2015-12-29
3355,TYS,10,2015-12-29
3356,VLD,2,2015-12-29
3357,VPS,8,2015-12-29
3358,WRG,2,2015-12-29
3359,XNA,9,2015-12-29
3360,YAK,2,2015-12-29
3361,YUM,6,2015-12-29
3362,ABE,1,2015-12-30
3363,ABI,3,2015-12-30
3364,ABQ,8,2015-12-30
3365,ABR,1,2015-12-30
3366,ABY,1,2015-12-30
3367,ACT,3,2015-12-30
3368,ACV,1,2015-12-30
3369,ACY,4,2015-12-30
3370,ADQ,1,2015-12-30
3371,AEX,6,2015-12-30
3372,ALB,1,2015-12-30
3373,ALO,1,2015-12-30
3374,AMA,3,2015-12-30
3375,ANC,26,2015-12-30
3376,ASE,2,2015-12-30
3377,ATL,53,2015-12-30
3378,ATW,1,2015-12-30
3379,AUS,25,2015-12-30
3380,AVL,1,2015-12-30
3381,AVP,2,2015-12-30
3382,AZO,3,2015-12-30
3383,BDL,13,2015-12-30
3384,BET,1,2015-12-30
3385,BFL,5,2015-12-30
3386,BGM,1,2015-12-30
3387,BGR,1,2015-12-30
3388,BHM,3,2015-12-30
3389,BIL,6,2015-12-30
3390,BIS,7,2015-12-30
3391,BLI,4,2015-12-30
3392,BMI,3,2015-12-30
3393,BNA,38,2015-12-30
3394,BOI,21,2015-12-30
3395,BOS,55,2015-12-30
3396,BPT,2,2015-12-30
3397,BQK,1,2015-12-30
3398,BQN,1,2015-12-30
3399,BRD,1,2015-12-30
3400,BRO,1,2015-12-30
3401,BRW,1,2015-12-30
3402,BTR,6,2015-12-30
3403,BTV,5,2015-12-30
3404,BUF,17,2015-12-30
3405,BUR,15,2015-12-30
3406,BWI,43,2015-12-30
3407,BZN,3,2015-12-30
3408,CAE,3,2015-12-30
3409,CAK,4,2015-12-30
3410,CDC,1,2015-12-30
3411,CDV,2,2015-12-30
3412,CHA,3,2015-12-30
3413,CHO,1,2015-12-30
3414,CHS,11,2015-12-30
3415,CID,2,2015-12-30
3416,CLE,27,2015-12-30
3417,CLL,4,2015-12-30
3418,CLT,39,2015-12-30
3419,CMH,16,2015-12-30
3420,CMI,3,2015-12-30
3421,CMX,1,2015-12-30
3422,COS,8,2015-12-30
3423,COU,2,2015-12-30
3424,CPR,1,2015-12-30
3425,CRP,7,2015-12-30
3426,CRW,2,2015-12-30
3427,CSG,1,2015-12-30
3428,CVG,10,2015-12-30
3429,CWA,2,2015-12-30
3430,DAB,1,2015-12-30
3431,DAL,20,2015-12-30
3432,DAY,7,2015-12-30
3433,DBQ,2,2015-12-30
3434,DCA,74,2015-12-30
3435,DEN,162,2015-12-30
3436,DFW,319,2015-12-30
3437,DLH,3,2015-12-30
3438,DSM,6,2015-12-30
3439,DTW,110,2015-12-30
3440,DVL,2,2015-12-30
3441,ECP,2,2015-12-30
3442,EGE,6,2015-12-30
3443,ELM,2,2015-12-30
3444,ELP,7,2015-12-30
3445,ERI,1,2015-12-30
3446,EUG,7,2015-12-30
3447,EVV,4,2015-12-30
3448,EWN,1,2015-12-30
3449,EWR,61,2015-12-30
3450,FAI,4,2015-12-30
3451,FAR,8,2015-12-30
3452,FAT,11,2015-12-30
3453,FCA,3,2015-12-30
3454,FLG,6,2015-12-30
3455,FLL,97,2015-12-30
3456,FNT,4,2015-12-30
3457,FSD,2,2015-12-30
3458,FSM,4,2015-12-30
3459,FWA,5,2015-12-30
3460,GCC,3,2015-12-30
3461,GCK,1,2015-12-30
3462,GEG,13,2015-12-30
3463,GFK,2,2015-12-30
3464,GJT,6,2015-12-30
3465,GNV,2,2015-12-30
3466,GPT,3,2015-12-30
3467,GRB,5,2015-12-30
3468,GRI,1,2015-12-30
3469,GRK,5,2015-12-30
3470,GRR,12,2015-12-30
3471,GSO,2,2015-12-30
3472,GSP,3,2015-12-30
3473,GTF,5,2015-12-30
3474,GTR,1,2015-12-30
3475,GUC,1,2015-12-30
3476,GUM,1,2015-12-30
3477,HDN,5,2015-12-30
3478,HIB,2,2015-12-30
3479,HLN,3,2015-12-30
3480,HNL,80,2015-12-30
3481,HOU,15,2015-12-30
3482,HPN,3,2015-12-30
3483,HRL,3,2015-12-30
3484,HSV,3,2015-12-30
3485,HYS,1,2015-12-30
3486,IAD,31,2015-12-30
3487,IAG,1,2015-12-30
3488,IAH,131,2015-12-30
3489,ICT,7,2015-12-30
3490,IDA,4,2015-12-30
3491,ILM,2,2015-12-30
3492,IND,30,2015-12-30
3493,INL,1,2015-12-30
3494,ISN,3,2015-12-30
3495,ISP,4,2015-12-30
3496,ITO,10,2015-12-30
3497,JAC,7,2015-12-30
3498,JAN,8,2015-12-30
3499,JAX,22,2015-12-30
3500,JFK,92,2015-12-30
3501,JLN,1,2015-12-30
3502,JMS,3,2015-12-30
3503,JNU,11,2015-12-30
3504,KOA,20,2015-12-30
3505,KTN,6,2015-12-30
3506,LAN,4,2015-12-30
3507,LAR,1,2015-12-30
3508,LAS,106,2015-12-30
3509,LAW,3,2015-12-30
3510,LAX,175,2015-12-30
3511,LBE,3,2015-12-30
3512,LCH,5,2015-12-30
3513,LEX,3,2015-12-30
3514,LFT,4,2015-12-30
3515,LGA,93,2015-12-30
3516,LGB,9,2015-12-30
3517,LIH,19,2015-12-30
3518,LIT,5,2015-12-30
3519,LNK,2,2015-12-30
3520,LRD,4,2015-12-30
3521,LSE,2,2015-12-30
3522,LWS,2,2015-12-30
3523,MAF,9,2015-12-30
3524,MBS,2,2015-12-30
3525,MCI,15,2015-12-30
3526,MCO,100,2015-12-30
3527,MDT,1,2015-12-30
3528,MDW,19,2015-12-30
3529,MEI,1,2015-12-30
3530,MEM,13,2015-12-30
3531,MFE,6,2015-12-30
3532,MFR,4,2015-12-30
3533,MGM,2,2015-12-30
3534,MHK,2,2015-12-30
3535,MHT,2,2015-12-30
3536,MIA,74,2015-12-30
3537,MKE,12,2015-12-30
3538,MLI,4,2015-12-30
3539,MLU,6,2015-12-30
3540,MOB,5,2015-12-30
3541,MOT,4,2015-12-30
3542,MQT,2,2015-12-30
3543,MRY,3,2015-12-30
3544,MSN,11,2015-12-30
3545,MSO,3,2015-12-30
3546,MSP,115,2015-12-30
3547,MSY,24,2015-12-30
3548,MTJ,3,2015-12-30
3549,MYR,3,2015-12-30
3550,OAJ,1,2015-12-30
3551,OAK,19,2015-12-30
3552,OGG,20,2015-12-30
3553,OKC,19,2015-12-30
3554,OMA,14,2015-12-30
3555,ONT,22,2015-12-30
3556,ORD,113,2015-12-30
3557,ORF,4,2015-12-30
3558,OTH,1,2015-12-30
3559,PAH,1,2015-12-30
3560,PBI,30,2015-12-30
3561,PDX,61,2015-12-30
3562,PHL,48,2015-12-30
3563,PHX,137,2015-12-30
3564,PIA,3,2015-12-30
3565,PIB,1,2015-12-30
3566,PIH,1,2015-12-30
3567,PIT,18,2015-12-30
3568,PNS,2,2015-12-30
3569,PSC,6,2015-12-30
3570,PSG,2,2015-12-30
3571,PSP,17,2015-12-30
3572,PVD,8,2015-12-30
3573,PWM,4,2015-12-30
3574,RAP,6,2015-12-30
3575,RDD,2,2015-12-30
3576,RDM,5,2015-12-30
3577,RDU,10,2015-12-30
3578,RIC,15,2015-12-30
3579,RNO,11,2015-12-30
3580,ROA,1,2015-12-30
3581,ROC,8,2015-12-30
3582,RSW,25,2015-12-30
3583,SAF,1,2015-12-30
3584,SAN,63,2015-12-30
3585,SAT,26,2015-12-30
3586,SAV,4,2015-12-30
3587,SBA,9,2015-12-30
3588,SBN,2,2015-12-30
3589,SBP,6,2015-12-30
3590,SCC,1,2015-12-30
3591,SDF,8,2015-12-30
3592,SEA,133,2015-12-30
3593,SFO,159,2015-12-30
3594,SGF,8,2015-12-30
3595,SGU,2,2015-12-30
3596,SHV,10,2015-12-30
3597,SIT,3,2015-12-30
3598,SJC,35,2015-12-30
3599,SJT,3,2015-12-30
3600,SJU,32,2015-12-30
3601,SLC,105,2015-12-30
3602,SMF,38,2015-12-30
3603,SMX,1,2015-12-30
3604,SNA,54,2015-12-30
3605,SPS,3,2015-12-30
3606,SRQ,2,2015-12-30
3607,STL,27,2015-12-30
3608,STT,6,2015-12-30
3609,STX,2,2015-12-30
3610,SUN,3,2015-12-30
3611,SWF,1,2015-12-30
3612,SYR,8,2015-12-30
3613,TLH,2,2015-12-30
3614,TOL,2,2015-12-30
3615,TPA,68,2015-12-30
3616,TRI,2,2015-12-30
3617,TTN,3,2015-12-30
3618,TUL,13,2015-12-30
3619,TUS,24,2015-12-30
3620,TVC,3,2015-12-30
3621,TWF,1,2015-12-30
3622,TXK,2,2015-12-30
3623,TYR,5,2015-12-30
3624,TYS,4,2015-12-30
3625,UST,1,2015-12-30
3626,VLD,2,2015-12-30
3627,VPS,4,2015-12-30
3628,WRG,2,2015-12-30
3629,XNA,10,2015-12-30
3630,YAK,2,2015-12-30
3631,YUM,3,2015-12-30
3632,ABI,1,2015-12-31
3633,ABQ,17,2015-12-31
3634,ABY,1,2015-12-31
3635,ACT,4,2015-12-31
3636,ACV,3,2015-12-31
3637,ACY,7,2015-12-31
3638,ADK,1,2015-12-31
3639,ADQ,1,2015-12-31
3640,AEX,5,2015-12-31
3641,AGS,4,2015-12-31
3642,ALB,12,2015-12-31
3643,ALO,1,2015-12-31
3644,AMA,2,2015-12-31
3645,ANC,28,2015-12-31
3646,ASE,7,2015-12-31
3647,ATL,383,2015-12-31
3648,ATW,4,2015-12-31
3649,AUS,52,2015-12-31
3650,AVL,5,2015-12-31
3651,AVP,1,2015-12-31
3652,AZO,6,2015-12-31
3653,BDL,22,2015-12-31
3654,BFL,5,2015-12-31
3655,BGM,1,2015-12-31
3656,BGR,1,2015-12-31
3657,BHM,15,2015-12-31
3658,BIL,8,2015-12-31
3659,BIS,4,2015-12-31
3660,BJI,1,2015-12-31
3661,BLI,2,2015-12-31
3662,BMI,3,2015-12-31
3663,BNA,59,2015-12-31
3664,BOI,20,2015-12-31
3665,BOS,117,2015-12-31
3666,BPT,1,2015-12-31
3667,BQK,2,2015-12-31
3668,BQN,4,2015-12-31
3669,BRD,2,2015-12-31
3670,BRO,1,2015-12-31
3671,BRW,1,2015-12-31
3672,BTM,2,2015-12-31
3673,BTR,6,2015-12-31
3674,BTV,7,2015-12-31
3675,BUF,24,2015-12-31
3676,BUR,22,2015-12-31
3677,BWI,86,2015-12-31
3678,BZN,10,2015-12-31
3679,CAE,8,2015-12-31
3680,CAK,4,2015-12-31
3681,CDV,2,2015-12-31
3682,CHA,5,2015-12-31
3683,CHO,4,2015-12-31
3684,CHS,15,2015-12-31
3685,CID,10,2015-12-31
3686,CLE,44,2015-12-31
3687,CLL,5,2015-12-31
3688,CLT,114,2015-12-31
3689,CMH,34,2015-12-31
3690,CMI,5,2015-12-31
3691,CMX,1,2015-12-31
3692,COD,1,2015-12-31
3693,COS,13,2015-12-31
3694,COU,4,2015-12-31
3695,CPR,2,2015-12-31
3696,CRP,5,2015-12-31
3697,CRW,3,2015-12-31
3698,CSG,1,2015-12-31
3699,CVG,28,2015-12-31
3700,CWA,2,2015-12-31
3701,DAB,3,2015-12-31
3702,DAL,41,2015-12-31
3703,DAY,11,2015-12-31
3704,DBQ,1,2015-12-31
3705,DCA,97,2015-12-31
3706,DEN,182,2015-12-31
3707,DFW,320,2015-12-31
3708,DHN,1,2015-12-31
3709,DRO,2,2015-12-31
3710,DSM,8,2015-12-31
3711,DTW,109,2015-12-31
3712,DVL,1,2015-12-31
3713,EAU,2,2015-12-31
3714,ECP,4,2015-12-31
3715,EGE,6,2015-12-31
3716,EKO,1,2015-12-31
3717,ELM,3,2015-12-31
3718,ELP,18,2015-12-31
3719,ERI,1,2015-12-31
3720,ESC,1,2015-12-31
3721,EUG,7,2015-12-31
3722,EVV,7,2015-12-31
3723,EWN,2,2015-12-31
3724,EWR,98,2015-12-31
3725,EYW,2,2015-12-31
3726,FAI,3,2015-12-31
3727,FAR,11,2015-12-31
3728,FAT,11,2015-12-31
3729,FAY,2,2015-12-31
3730,FCA,3,2015-12-31
3731,FLG,3,2015-12-31
3732,FLL,111,2015-12-31
3733,FNT,6,2015-12-31
3734,FSD,4,2015-12-31
3735,FSM,3,2015-12-31
3736,FWA,9,2015-12-31
3737,GCC,2,2015-12-31
3738,GCK,1,2015-12-31
3739,GEG,8,2015-12-31
3740,GFK,1,2015-12-31
3741,GGG,1,2015-12-31
3742,GJT,7,2015-12-31
3743,GNV,4,2015-12-31
3744,GPT,6,2015-12-31
3745,GRB,6,2015-12-31
3746,GRI,1,2015-12-31
3747,GRK,9,2015-12-31
3748,GRR,14,2015-12-31
3749,GSO,5,2015-12-31
3750,GSP,13,2015-12-31
3751,GTF,4,2015-12-31
3752,GTR,2,2015-12-31
3753,GUC,3,2015-12-31
3754,GUM,1,2015-12-31
3755,HDN,6,2015-12-31
3756,HIB,3,2015-12-31
3757,HLN,3,2015-12-31
3758,HNL,91,2015-12-31
3759,HOB,1,2015-12-31
3760,HOU,46,2015-12-31
3761,HPN,6,2015-12-31
3762,HRL,3,2015-12-31
3763,HSV,7,2015-12-31
3764,HYS,2,2015-12-31
3765,IAD,33,2015-12-31
3766,IAG,1,2015-12-31
3767,IAH,172,2015-12-31
3768,ICT,15,2015-12-31
3769,IDA,5,2015-12-31
3770,ILM,2,2015-12-31
3771,IMT,2,2015-12-31
3772,IND,31,2015-12-31
3773,INL,1,2015-12-31
3774,ISN,4,2015-12-31
3775,ISP,2,2015-12-31
3776,ITO,13,2015-12-31
3777,JAC,8,2015-12-31
3778,JAN,12,2015-12-31
3779,JAX,26,2015-12-31
3780,JFK,131,2015-12-31
3781,JLN,1,2015-12-31
3782,JMS,2,2015-12-31
3783,JNU,9,2015-12-31
3784,KOA,20,2015-12-31
3785,KTN,6,2015-12-31
3786,LAN,2,2015-12-31
3787,LAR,2,2015-12-31
3788,LAS,139,2015-12-31
3789,LAW,2,2015-12-31
3790,LAX,246,2015-12-31
3791,LBB,2,2015-12-31
3792,LBE,1,2015-12-31
3793,LCH,2,2015-12-31
3794,LEX,6,2015-12-31
3795,LFT,8,2015-12-31
3796,LGA,122,2015-12-31
3797,LGB,17,2015-12-31
3798,LIH,15,2015-12-31
3799,LIT,11,2015-12-31
3800,LNK,3,2015-12-31
3801,LRD,4,2015-12-31
3802,LSE,5,2015-12-31
3803,LWS,2,2015-12-31
3804,MAF,9,2015-12-31
3805,MBS,2,2015-12-31
3806,MCI,44,2015-12-31
3807,MCO,157,2015-12-31
3808,MDT,6,2015-12-31
3809,MDW,58,2015-12-31
3810,MEI,3,2015-12-31
3811,MEM,17,2015-12-31
3812,MFE,3,2015-12-31
3813,MFR,4,2015-12-31
3814,MGM,5,2015-12-31
3815,MHK,4,2015-12-31
3816,MHT,6,2015-12-31
3817,MIA,104,2015-12-31
3818,MKE,39,2015-12-31
3819,MLB,1,2015-12-31
3820,MLI,5,2015-12-31
3821,MLU,6,2015-12-31
3822,MOB,7,2015-12-31
3823,MOT,3,2015-12-31
3824,MQT,1,2015-12-31
3825,MRY,4,2015-12-31
3826,MSN,12,2015-12-31
3827,MSO,4,2015-12-31
3828,MSP,117,2015-12-31
3829,MSY,57,2015-12-31
3830,MTJ,4,2015-12-31
3831,MYR,6,2015-12-31
3832,OAJ,2,2015-12-31
3833,OAK,40,2015-12-31
3834,OGG,37,2015-12-31
3835,OKC,30,2015-12-31
3836,OMA,23,2015-12-31
3837,OME,1,2015-12-31
3838,ONT,27,2015-12-31
3839,ORD,361,2015-12-31
3840,ORF,9,2015-12-31
3841,ORH,1,2015-12-31
3842,OTH,1,2015-12-31
3843,OTZ,1,2015-12-31
3844,PAH,1,2015-12-31
3845,PBI,36,2015-12-31
3846,PDX,85,2015-12-31
3847,PHF,2,2015-12-31
3848,PHL,86,2015-12-31
3849,PHX,154,2015-12-31
3850,PIA,5,2015-12-31
3851,PIB,2,2015-12-31
3852,PIH,1,2015-12-31
3853,PIT,27,2015-12-31
3854,PLN,1,2015-12-31
3855,PNS,9,2015-12-31
3856,PSC,6,2015-12-31
3857,PSE,1,2015-12-31
3858,PSG,2,2015-12-31
3859,PSP,20,2015-12-31
3860,PVD,11,2015-12-31
3861,PWM,4,2015-12-31
3862,RAP,8,2015-12-31
3863,RDD,2,2015-12-31
3864,RDM,6,2015-12-31
3865,RDU,32,2015-12-31
3866,RHI,1,2015-12-31
3867,RIC,20,2015-12-31
3868,RKS,2,2015-12-31
3869,RNO,13,2015-12-31
3870,ROA,3,2015-12-31
3871,ROC,10,2015-12-31
3872,RST,2,2015-12-31
3873,RSW,57,2015-12-31
3874,SAF,2,2015-12-31
3875,SAN,96,2015-12-31
3876,SAT,41,2015-12-31
3877,SAV,9,2015-12-31
3878,SBA,9,2015-12-31
3879,SBN,4,2015-12-31
3880,SBP,5,2015-12-31
3881,SCC,1,2015-12-31
3882,SCE,2,2015-12-31
3883,SDF,12,2015-12-31
3884,SEA,146,2015-12-31
3885,SFO,211,2015-12-31
3886,SGF,7,2015-12-31
3887,SGU,3,2015-12-31
3888,SHV,12,2015-12-31
3889,SIT,3,2015-12-31
3890,SJC,45,2015-12-31
3891,SJT,2,2015-12-31
3892,SJU,37,2015-12-31
3893,SLC,112,2015-12-31
3894,SMF,40,2015-12-31
3895,SMX,2,2015-12-31
3896,SNA,49,2015-12-31
3897,SPI,2,2015-12-31
3898,SPS,2,2015-12-31
3899,SRQ,6,2015-12-31
3900,STL,46,2015-12-31
3901,STT,7,2015-12-31
3902,STX,2,2015-12-31
3903,SUN,2,2015-12-31
3904,SUX,2,2015-12-31
3905,SWF,2,2015-12-31
3906,SYR,10,2015-12-31
3907,TLH,4,2015-12-31
3908,TOL,2,2015-12-31
3909,TPA,103,2015-12-31
3910,TRI,3,2015-12-31
3911,TTN,6,2015-12-31
3912,TUL,19,2015-12-31
3913,TUS,27,2015-12-31
3914,TVC,3,2015-12-31
3915,TWF,1,2015-12-31
3916,TXK,3,2015-12-31
3917,TYR,5,2015-12-31
3918,TYS,9,2015-12-31
3919,VPS,7,2015-12-31
3920,WRG,2,2015-12-31
3921,XNA,11,2015-12-31
3922,YAK,2,2015-12-31
3923,YUM,6,2015-12-31
