,ORIGIN_AIRPORT,count,date
1807,SWF,2,2015-12-23
1808,SYR,20,2015-12-23
1809,TLH,8,2015-12-23
1810,TOL,3,2015-12-23
1811,TPA,221,2015-12-23
1812,TRI,5,2015-12-23
1813,TTN,9,2015-12-23
1814,TUL,40,2015-12-23
1815,TUS,52,2015-12-23
1816,TVC,7,2015-12-23
1817,TWF,3,2015-12-23
1818,TXK,3,2015-12-23
1819,TYR,5,2015-12-23
1820,TYS,18,2015-12-23
1821,UST,1,2015-12-23
1822,VLD,3,2015-12-23
1823,VPS,15,2015-12-23
1824,WRG,2,2015-12-23
1825,XNA,26,2015-12-23
1826,YAK,2,2015-12-23
1827,YUM,6,2015-12-23
1828,ABE,2,2015-12-24
1829,ABI,7,2015-12-24
1830,ABQ,48,2015-12-24
1831,ABR,2,2015-12-24
1832,ABY,1,2015-12-24
1833,ACT,5,2015-12-24
1834,ACV,3,2015-12-24
1835,ACY,10,2015-12-24
1836,ADK,1,2015-12-24
1837,ADQ,1,2015-12-24
1838,AEX,7,2015-12-24
1839,AGS,6,2015-12-24
1840,ALB,19,2015-12-24
1841,ALO,2,2015-12-24
1842,AMA,8,2015-12-24
1843,ANC,41,2015-12-24
1844,APN,2,2015-12-24
1845,ASE,21,2015-12-24
1846,ATL,803,2015-12-24
1847,ATW,5,2015-12-24
1848,AUS,113,2015-12-24
1849,AVL,6,2015-12-24
1850,AVP,2,2015-12-24
1851,AZO,5,2015-12-24
1852,BDL,50,2015-12-24
1853,BET,2,2015-12-24
1854,BFL,5,2015-12-24
1855,BGM,1,2015-12-24
1856,BGR,3,2015-12-24
1857,BHM,28,2015-12-24
1858,BIL,10,2015-12-24
1859,BIS,9,2015-12-24
1860,BJI,2,2015-12-24
1861,BLI,3,2015-12-24
1862,BMI,7,2015-12-24
1863,BNA,106,2015-12-24
1864,BOI,33,2015-12-24
1865,BOS,238,2015-12-24
1866,BPT,2,2015-12-24
1867,BQK,1,2015-12-24
1868,BQN,5,2015-12-24
1869,BRD,2,2015-12-24
1870,BRO,6,2015-12-24
1871,BRW,2,2015-12-24
1872,BTM,2,2015-12-24
1873,BTR,15,2015-12-24
1874,BTV,10,2015-12-24
1875,BUF,43,2015-12-24
1876,BUR,47,2015-12-24
1877,BWI,219,2015-12-24
1878,BZN,14,2015-12-24
1879,CAE,10,2015-12-24
1880,CAK,12,2015-12-24
1881,CDC,2,2015-12-24
1882,CDV,2,2015-12-24
1883,CHA,8,2015-12-24
1884,CHO,5,2015-12-24
1885,CHS,26,2015-12-24
1886,CID,14,2015-12-24
1887,CIU,2,2015-12-24
1888,CLE,72,2015-12-24
1889,CLL,5,2015-12-24
1890,CLT,267,2015-12-24
1891,CMH,52,2015-12-24
1892,CMI,7,2015-12-24
1893,CMX,2,2015-12-24
1894,COD,1,2015-12-24
1895,COS,18,2015-12-24
1896,COU,4,2015-12-24
1897,CPR,2,2015-12-24
1898,CRP,10,2015-12-24
1899,CRW,4,2015-12-24
1900,CSG,1,2015-12-24
1901,CVG,36,2015-12-24
1902,CWA,3,2015-12-24
1903,DAB,4,2015-12-24
1904,DAL,165,2015-12-24
1905,DAY,18,2015-12-24
1906,DBQ,3,2015-12-24
1907,DCA,159,2015-12-24
1908,DEN,486,2015-12-24
1909,DFW,615,2015-12-24
1910,DHN,3,2015-12-24
1911,DLH,5,2015-12-24
1912,DRO,5,2015-12-24
1913,DSM,19,2015-12-24
1914,DTW,197,2015-12-24
1915,DVL,2,2015-12-24
1916,EAU,2,2015-12-24
1917,ECP,7,2015-12-24
1918,EGE,11,2015-12-24
1919,EKO,1,2015-12-24
1920,ELM,4,2015-12-24
1921,ELP,28,2015-12-24
1922,ERI,1,2015-12-24
1923,ESC,2,2015-12-24
1924,EUG,7,2015-12-24
1925,EVV,7,2015-12-24
1926,EWN,2,2015-12-24
1927,EWR,235,2015-12-24
1928,EYW,4,2015-12-24
1929,FAI,6,2015-12-24
1930,FAR,15,2015-12-24
1931,FAT,15,2015-12-24
1932,FAY,3,2015-12-24
1933,FCA,3,2015-12-24
1934,FLG,5,2015-12-24
1935,FLL,242,2015-12-24
1936,FNT,12,2015-12-24
1937,FSD,10,2015-12-24
1938,FSM,5,2015-12-24
1939,FWA,13,2015-12-24
1940,GCC,3,2015-12-24
1941,GCK,2,2015-12-24
1942,GEG,23,2015-12-24
1943,GFK,2,2015-12-24
1944,GGG,2,2015-12-24
1945,GJT,9,2015-12-24
1946,GNV,7,2015-12-24
1947,GPT,7,2015-12-24
1948,GRB,8,2015-12-24
1949,GRI,2,2015-12-24
1950,GRK,10,2015-12-24
1951,GRR,24,2015-12-24
1952,GSO,8,2015-12-24
1953,GSP,14,2015-12-24
1954,GTF,4,2015-12-24
1955,GTR,2,2015-12-24
1956,GUC,2,2015-12-24
1957,GUM,1,2015-12-24
1958,HDN,6,2015-12-24
1959,HIB,3,2015-12-24
1960,HLN,3,2015-12-24
1961,HNL,132,2015-12-24
1962,HOB,2,2015-12-24
1963,HOU,126,2015-12-24
1964,HPN,16,2015-12-24
1965,HRL,6,2015-12-24
1966,HSV,8,2015-12-24
1967,HYS,2,2015-12-24
1968,IAD,70,2015-12-24
1969,IAG,1,2015-12-24
1970,IAH,342,2015-12-24
1971,ICT,20,2015-12-24
1972,IDA,5,2015-12-24
1973,ILM,5,2015-12-24
1974,IMT,2,2015-12-24
1975,IND,68,2015-12-24
1976,INL,2,2015-12-24
1977,ISN,5,2015-12-24
1978,ISP,12,2015-12-24
1979,ITH,1,2015-12-24
1980,ITO,17,2015-12-24
1981,JAC,16,2015-12-24
1982,JAN,16,2015-12-24
1983,JAX,48,2015-12-24
1984,JFK,254,2015-12-24
1985,JLN,2,2015-12-24
1986,JMS,3,2015-12-24
1987,JNU,8,2015-12-24
1988,KOA,32,2015-12-24
1989,KTN,6,2015-12-24
1990,LAN,4,2015-12-24
1991,LAR,2,2015-12-24
1992,LAS,355,2015-12-24
1993,LAW,4,2015-12-24
1994,LAX,484,2015-12-24
1995,LBB,10,2015-12-24
1996,LBE,3,2015-12-24
1997,LCH,4,2015-12-24
1998,LEX,11,2015-12-24
1999,LFT,9,2015-12-24
2000,LGA,209,2015-12-24
2001,LGB,23,2015-12-24
2002,LIH,32,2015-12-24
2003,LIT,27,2015-12-24
2004,LNK,4,2015-12-24
2005,LRD,4,2015-12-24
2006,LSE,5,2015-12-24
2007,LWS,2,2015-12-24
2008,MAF,13,2015-12-24
2009,MBS,4,2015-12-24
2010,MCI,91,2015-12-24
2011,MCO,323,2015-12-24
2012,MDT,7,2015-12-24
2013,MDW,195,2015-12-24
2014,MEI,3,2015-12-24
2015,MEM,31,2015-12-24
2016,MFE,6,2015-12-24
2017,MFR,7,2015-12-24
2018,MGM,6,2015-12-24
2019,MHK,5,2015-12-24
2020,MHT,13,2015-12-24
2021,MIA,213,2015-12-24
2022,MKE,70,2015-12-24
2023,MKG,2,2015-12-24
2024,MLB,4,2015-12-24
2025,MLI,7,2015-12-24
2026,MLU,6,2015-12-24
2027,MMH,1,2015-12-24
2028,MOB,10,2015-12-24
2029,MOT,3,2015-12-24
2030,MQT,2,2015-12-24
2031,MRY,6,2015-12-24
2032,MSN,18,2015-12-24
2033,MSO,6,2015-12-24
2034,MSP,241,2015-12-24
2035,MSY,92,2015-12-24
2036,MTJ,6,2015-12-24
2037,MYR,9,2015-12-24
2038,OAJ,3,2015-12-24
2039,OAK,114,2015-12-24
2040,OGG,64,2015-12-24
2041,OKC,44,2015-12-24
2042,OMA,41,2015-12-24
2043,OME,2,2015-12-24
2044,ONT,42,2015-12-24
2045,ORD,744,2015-12-24
2046,ORF,20,2015-12-24
2047,ORH,2,2015-12-24
2048,OTH,1,2015-12-24
2049,OTZ,2,2015-12-24
2050,PAH,2,2015-12-24
2051,PBG,1,2015-12-24
2052,PBI,84,2015-12-24
2053,PDX,135,2015-12-24
2054,PHF,3,2015-12-24
2055,PHL,164,2015-12-24
2056,PHX,417,2015-12-24
2057,PIA,11,2015-12-24
2058,PIB,2,2015-12-24
2059,PIH,2,2015-12-24
2060,PIT,57,2015-12-24
2061,PLN,2,2015-12-24
2062,PNS,14,2015-12-24
2063,PSC,8,2015-12-24
2064,PSE,3,2015-12-24
2065,PSG,2,2015-12-24
2066,PSP,27,2015-12-24
2067,PVD,27,2015-12-24
2068,PWM,11,2015-12-24
2069,RAP,9,2015-12-24
2070,RDD,2,2015-12-24
2071,RDM,7,2015-12-24
2072,RDU,74,2015-12-24
2073,RHI,3,2015-12-24
2074,RIC,35,2015-12-24
2075,RKS,2,2015-12-24
2076,RNO,32,2015-12-24
2077,ROA,4,2015-12-24
2078,ROC,21,2015-12-24
2079,ROW,3,2015-12-24
2080,RST,4,2015-12-24
2081,RSW,102,2015-12-24
2082,SAF,3,2015-12-24
2083,SAN,184,2015-12-24
2084,SAT,71,2015-12-24
2085,SAV,17,2015-12-24
2086,SBA,10,2015-12-24
2087,SBN,8,2015-12-24
2088,SBP,5,2015-12-24
2089,SCC,2,2015-12-24
2090,SCE,2,2015-12-24
2091,SDF,20,2015-12-24
2092,SEA,315,2015-12-24
2093,SFO,362,2015-12-24
2094,SGF,16,2015-12-24
2095,SGU,5,2015-12-24
2096,SHV,16,2015-12-24
2097,SIT,2,2015-12-24
2098,SJC,81,2015-12-24
2099,SJT,5,2015-12-24
2100,SJU,89,2015-12-24
2101,SLC,236,2015-12-24
2102,SMF,86,2015-12-24
2103,SMX,2,2015-12-24
2104,SNA,96,2015-12-24
2105,SPI,4,2015-12-24
2106,SPS,3,2015-12-24
2107,SRQ,12,2015-12-24
2108,STL,111,2015-12-24
2109,STT,16,2015-12-24
2110,STX,3,2015-12-24
2111,SUN,4,2015-12-24
2112,SUX,2,2015-12-24
2113,SWF,4,2015-12-24
2114,SYR,16,2015-12-24
2115,TLH,6,2015-12-24
2116,TOL,3,2015-12-24
2117,TPA,178,2015-12-24
2118,TRI,4,2015-12-24
2119,TTN,8,2015-12-24
2120,TUL,32,2015-12-24
2121,TUS,44,2015-12-24
2122,TVC,6,2015-12-24
2123,TWF,2,2015-12-24
2124,TXK,3,2015-12-24
2125,TYR,5,2015-12-24
2126,TYS,15,2015-12-24
2127,VLD,2,2015-12-24
2128,VPS,13,2015-12-24
2129,WRG,2,2015-12-24
2130,XNA,18,2015-12-24
2131,YAK,2,2015-12-24
2132,YUM,6,2015-12-24
2133,ABE,2,2015-12-25
2134,ABI,6,2015-12-25
2135,ABQ,44,2015-12-25
2136,ABR,2,2015-12-25
2137,ABY,1,2015-12-25
2138,ACT,4,2015-12-25
2139,ACV,4,2015-12-25
2140,ACY,10,2015-12-25
2141,AEX,6,2015-12-25
2142,AGS,3,2015-12-25
2143,ALB,21,2015-12-25
2144,ALO,2,2015-12-25
2145,AMA,6,2015-12-25
2146,ANC,27,2015-12-25
2147,APN,2,2015-12-25
2148,ASE,21,2015-12-25
2149,ATL,700,2015-12-25
2150,ATW,4,2015-12-25
2151,AUS,98,2015-12-25
2152,AVL,4,2015-12-25
2153,AVP,2,2015-12-25
2154,AZO,5,2015-12-25
2155,BDL,44,2015-12-25
2156,BFL,5,2015-12-25
2157,BGM,1,2015-12-25
2158,BHM,25,2015-12-25
2159,BIL,7,2015-12-25
2160,BIS,6,2015-12-25
2161,BJI,2,2015-12-25
2162,BLI,4,2015-12-25
2163,BMI,6,2015-12-25
2164,BNA,100,2015-12-25
2165,BOI,33,2015-12-25
2166,BOS,225,2015-12-25
2167,BPT,3,2015-12-25
2168,BQK,1,2015-12-25
2169,BQN,6,2015-12-25
2170,BRD,2,2015-12-25
2171,BRO,5,2015-12-25
2172,BRW,1,2015-12-25
2173,BTM,1,2015-12-25
2174,BTR,14,2015-12-25
2175,BTV,6,2015-12-25
2176,BUF,36,2015-12-25
2177,BUR,37,2015-12-25
2178,BWI,221,2015-12-25
2179,BZN,12,2015-12-25
2180,CAE,8,2015-12-25
2181,CAK,10,2015-12-25
2182,CDC,1,2015-12-25
2183,CHA,6,2015-12-25
2184,CHO,3,2015-12-25
2185,CHS,24,2015-12-25
2186,CID,11,2015-12-25
2187,CIU,2,2015-12-25
2188,CLE,68,2015-12-25
2189,CLL,4,2015-12-25
2190,CLT,303,2015-12-25
2191,CMH,49,2015-12-25
2192,CMI,7,2015-12-25
2193,CMX,2,2015-12-25
2194,COD,1,2015-12-25
2195,COS,14,2015-12-25
2196,COU,4,2015-12-25
2197,CPR,2,2015-12-25
2198,CRP,8,2015-12-25
2199,CRW,3,2015-12-25
2200,CVG,35,2015-12-25
2201,CWA,3,2015-12-25
2202,DAB,3,2015-12-25
2203,DAL,151,2015-12-25
2204,DAY,15,2015-12-25
2205,DBQ,3,2015-12-25
2206,DCA,148,2015-12-25
2207,DEN,474,2015-12-25
2208,DFW,640,2015-12-25
2209,DHN,2,2015-12-25
2210,DLH,4,2015-12-25
2211,DRO,5,2015-12-25
2212,DSM,19,2015-12-25
2213,DTW,191,2015-12-25
2214,DVL,2,2015-12-25
2215,EAU,2,2015-12-25
2216,ECP,6,2015-12-25
2217,EGE,10,2015-12-25
2218,EKO,1,2015-12-25
2219,ELM,3,2015-12-25
2220,ELP,27,2015-12-25
2221,ERI,1,2015-12-25
2222,ESC,2,2015-12-25
2223,EUG,7,2015-12-25
2224,EVV,6,2015-12-25
2225,EWN,1,2015-12-25
2226,EWR,223,2015-12-25
2227,EYW,4,2015-12-25
2228,FAI,5,2015-12-25
2229,FAR,14,2015-12-25
2230,FAT,16,2015-12-25
2231,FAY,2,2015-12-25
2232,FCA,4,2015-12-25
2233,FLG,5,2015-12-25
2234,FLL,243,2015-12-25
2235,FNT,11,2015-12-25
2236,FSD,6,2015-12-25
2237,FSM,4,2015-12-25
2238,FWA,12,2015-12-25
2239,GCC,3,2015-12-25
2240,GCK,1,2015-12-25
2241,GEG,21,2015-12-25
2242,GFK,1,2015-12-25
2243,GGG,2,2015-12-25
2244,GJT,9,2015-12-25
2245,GNV,6,2015-12-25
2246,GPT,6,2015-12-25
2247,GRB,7,2015-12-25
2248,GRI,2,2015-12-25
2249,GRK,8,2015-12-25
2250,GRR,21,2015-12-25
2251,GSO,8,2015-12-25
2252,GSP,13,2015-12-25
2253,GTF,3,2015-12-25
2254,GTR,1,2015-12-25
2255,GUC,3,2015-12-25
2256,GUM,1,2015-12-25
2257,HDN,6,2015-12-25
2258,HIB,3,2015-12-25
2259,HLN,3,2015-12-25
2260,HNL,137,2015-12-25
2261,HOB,1,2015-12-25
2262,HOU,120,2015-12-25
2263,HPN,17,2015-12-25
2264,HRL,8,2015-12-25
2265,HSV,10,2015-12-25
2266,HYS,1,2015-12-25
2267,IAD,73,2015-12-25
2268,IAG,1,2015-12-25
2269,IAH,324,2015-12-25
2270,ICT,18,2015-12-25
2271,IDA,4,2015-12-25
2272,ILM,4,2015-12-25
2273,IMT,2,2015-12-25
2274,IND,59,2015-12-25
2275,INL,2,2015-12-25
2276,ISN,3,2015-12-25
2277,ISP,12,2015-12-25
2278,ITH,1,2015-12-25
2279,ITO,17,2015-12-25
2280,JAC,14,2015-12-25
2281,JAN,17,2015-12-25
2282,JAX,50,2015-12-25
2283,JFK,249,2015-12-25
2284,JLN,2,2015-12-25
2285,JMS,3,2015-12-25
2286,JNU,6,2015-12-25
2287,KOA,34,2015-12-25
2288,KTN,4,2015-12-25
2289,LAN,3,2015-12-25
2290,LAR,1,2015-12-25
2291,LAS,339,2015-12-25
2292,LAW,3,2015-12-25
2293,LAX,479,2015-12-25
2294,LBB,9,2015-12-25
2295,LBE,3,2015-12-25
2296,LCH,4,2015-12-25
2297,LEX,7,2015-12-25
2298,LFT,8,2015-12-25
2299,LGA,196,2015-12-25
2300,LGB,21,2015-12-25
2301,LIH,34,2015-12-25
2302,LIT,22,2015-12-25
2303,LNK,2,2015-12-25
2304,LRD,5,2015-12-25
2305,LSE,4,2015-12-25
2306,LWS,1,2015-12-25
2307,MAF,11,2015-12-25
2308,MBS,4,2015-12-25
2309,MCI,83,2015-12-25
2310,MCO,325,2015-12-25
2311,MDT,4,2015-12-25
2312,MDW,188,2015-12-25
2313,MEI,3,2015-12-25
2314,MEM,27,2015-12-25
2315,MFE,4,2015-12-25
2316,MFR,6,2015-12-25
2317,MGM,6,2015-12-25
2318,MHK,5,2015-12-25
2319,MHT,12,2015-12-25
2320,MIA,212,2015-12-25
2321,MKE,64,2015-12-25
2322,MKG,1,2015-12-25
2323,MLB,3,2015-12-25
2324,MLI,8,2015-12-25
2325,MLU,6,2015-12-25
2326,MMH,1,2015-12-25
2327,MOB,11,2015-12-25
2328,MOT,3,2015-12-25
2329,MQT,2,2015-12-25
2330,MRY,4,2015-12-25
2331,MSN,17,2015-12-25
2332,MSO,5,2015-12-25
2333,MSP,211,2015-12-25
2334,MSY,85,2015-12-25
2335,MTJ,5,2015-12-25
2336,MYR,9,2015-12-25
2337,OAJ,2,2015-12-25
2338,OAK,100,2015-12-25
2339,OGG,67,2015-12-25
2340,OKC,37,2015-12-25
2341,OMA,43,2015-12-25
2342,ONT,38,2015-12-25
2343,ORD,659,2015-12-25
2344,ORF,18,2015-12-25
2345,ORH,2,2015-12-25
2346,PAH,1,2015-12-25
2347,PBG,1,2015-12-25
2348,PBI,80,2015-12-25
2349,PDX,135,2015-12-25
2350,PHF,2,2015-12-25
2351,PHL,149,2015-12-25
2352,PHX,393,2015-12-25
2353,PIA,12,2015-12-25
2354,PIB,2,2015-12-25
2355,PIH,1,2015-12-25
2356,PIT,53,2015-12-25
2357,PLN,2,2015-12-25
2358,PNS,15,2015-12-25
2359,PPG,1,2015-12-25
2360,PSC,9,2015-12-25
2361,PSE,3,2015-12-25
2362,PSP,28,2015-12-25
2363,PVD,29,2015-12-25
2364,PWM,10,2015-12-25
2365,RAP,7,2015-12-25
2366,RDD,1,2015-12-25
2367,RDM,6,2015-12-25
2368,RDU,77,2015-12-25
2369,RHI,3,2015-12-25
2370,RIC,33,2015-12-25
2371,RKS,1,2015-12-25
2372,RNO,28,2015-12-25
2373,ROA,4,2015-12-25
2374,ROC,20,2015-12-25
2375,ROW,2,2015-12-25
2376,RST,3,2015-12-25
2377,RSW,103,2015-12-25
2378,SAF,2,2015-12-25
2379,SAN,174,2015-12-25
2380,SAT,64,2015-12-25
2381,SAV,13,2015-12-25
2382,SBA,10,2015-12-25
2383,SBN,7,2015-12-25
2384,SBP,7,2015-12-25
2385,SCC,1,2015-12-25
2386,SCE,2,2015-12-25
2387,SDF,18,2015-12-25
2388,SEA,299,2015-12-25
2389,SFO,378,2015-12-25
2390,SGF,16,2015-12-25
2391,SGU,3,2015-12-25
2392,SHV,12,2015-12-25
2393,SIT,2,2015-12-25
2394,SJC,80,2015-12-25
2395,SJT,4,2015-12-25
2396,SJU,92,2015-12-25
2397,SLC,202,2015-12-25
2398,SMF,78,2015-12-25
2399,SMX,1,2015-12-25
2400,SNA,93,2015-12-25
2401,SPI,4,2015-12-25
2402,SPS,2,2015-12-25
2403,SRQ,12,2015-12-25
2404,STL,103,2015-12-25
2405,STT,19,2015-12-25
2406,STX,3,2015-12-25
2407,SUN,4,2015-12-25
2408,SUX,2,2015-12-25
2409,SWF,2,2015-12-25
2410,SYR,14,2015-12-25
2411,TLH,5,2015-12-25
2412,TOL,2,2015-12-25
2413,TPA,179,2015-12-25
2414,TRI,4,2015-12-25
2415,TTN,8,2015-12-25
2416,TUL,26,2015-12-25
2417,TUS,42,2015-12-25
2418,TVC,4,2015-12-25
2419,TWF,2,2015-12-25
2420,TXK,2,2015-12-25
2421,TYR,4,2015-12-25
2422,TYS,14,2015-12-25
2423,UST,1,2015-12-25
2424,VLD,1,2015-12-25
2425,VPS,12,2015-12-25
2426,XNA,14,2015-12-25
2427,YUM,6,2015-12-25
2428,ABE,3,2015-12-26
2429,ABI,6,2015-12-26
2430,ABQ,57,2015-12-26
2431,ABR,2,2015-12-26
2432,ABY,2,2015-12-26
2433,ACT,5,2015-12-26
2434,ACV,5,2015-12-26
2435,ACY,10,2015-12-26
2436,ADQ,1,2015-12-26
2437,AEX,9,2015-12-26
2438,AGS,6,2015-12-26
2439,ALB,23,2015-12-26
2440,ALO,1,2015-12-26
2441,AMA,10,2015-12-26
2442,ANC,44,2015-12-26
2443,APN,1,2015-12-26
2444,ASE,27,2015-12-26
2445,ATL,969,2015-12-26
2446,ATW,8,2015-12-26
2447,AUS,121,2015-12-26
2448,AVL,6,2015-12-26
2449,AVP,4,2015-12-26
2450,AZO,4,2015-12-26
2451,BDL,52,2015-12-26
2452,BET,2,2015-12-26
2453,BFL,6,2015-12-26
2454,BGM,1,2015-12-26
2455,BHM,34,2015-12-26
2456,BIL,10,2015-12-26
2457,BIS,12,2015-12-26
2458,BJI,2,2015-12-26
2459,BLI,3,2015-12-26
2460,BMI,8,2015-12-26
2461,BNA,130,2015-12-26
2462,BOI,39,2015-12-26
2463,BOS,253,2015-12-26
2464,BPT,3,2015-12-26
2465,BQK,2,2015-12-26
2466,BQN,5,2015-12-26
2467,BRD,1,2015-12-26
2468,BRO,6,2015-12-26
2469,BRW,3,2015-12-26
2470,BTM,2,2015-12-26
2471,BTR,19,2015-12-26
2472,BTV,12,2015-12-26
2473,BUF,44,2015-12-26
2474,BUR,52,2015-12-26
2475,BWI,265,2015-12-26
2476,BZN,19,2015-12-26
2477,CAE,11,2015-12-26
2478,CAK,16,2015-12-26
2479,CDC,1,2015-12-26
2480,CDV,2,2015-12-26
2481,CHA,10,2015-12-26
2482,CHO,6,2015-12-26
2483,CHS,35,2015-12-26
2484,CID,15,2015-12-26
2485,CIU,2,2015-12-26
2486,CLE,82,2015-12-26
2487,CLL,5,2015-12-26
2488,CLT,263,2015-12-26
2489,CMH,63,2015-12-26
2490,CMI,5,2015-12-26
2491,CMX,2,2015-12-26
2492,COD,1,2015-12-26
2493,COS,19,2015-12-26
2494,COU,4,2015-12-26
2495,CPR,4,2015-12-26
2496,CRP,13,2015-12-26
2497,CRW,6,2015-12-26
2498,CSG,2,2015-12-26
2499,CVG,53,2015-12-26
2500,CWA,3,2015-12-26
2501,DAB,5,2015-12-26
2502,DAL,177,2015-12-26
2503,DAY,21,2015-12-26
2504,DBQ,2,2015-12-26
2505,DCA,175,2015-12-26
2506,DEN,597,2015-12-26
2507,DFW,653,2015-12-26
2508,DHN,3,2015-12-26
2509,DLH,5,2015-12-26
2510,DRO,7,2015-12-26
2511,DSM,25,2015-12-26
2512,DTW,292,2015-12-26
2513,DVL,1,2015-12-26
2514,EAU,2,2015-12-26
2515,ECP,12,2015-12-26
2516,EGE,15,2015-12-26
2517,EKO,1,2015-12-26
2518,ELM,4,2015-12-26
2519,ELP,33,2015-12-26
2520,ERI,2,2015-12-26
2521,ESC,1,2015-12-26
2522,EUG,10,2015-12-26
2523,EVV,8,2015-12-26
2524,EWN,1,2015-12-26
2525,EWR,271,2015-12-26
2526,EYW,7,2015-12-26
2527,FAI,6,2015-12-26
2528,FAR,20,2015-12-26
2529,FAT,19,2015-12-26
2530,FAY,4,2015-12-26
2531,FCA,7,2015-12-26
2532,FLG,6,2015-12-26
2533,FLL,277,2015-12-26
2534,FNT,14,2015-12-26
2535,FSD,8,2015-12-26
2536,FSM,5,2015-12-26
2537,FWA,13,2015-12-26
2538,GCC,2,2015-12-26
2539,GCK,2,2015-12-26
2540,GEG,25,2015-12-26
2541,GFK,4,2015-12-26
2542,GGG,2,2015-12-26
2543,GJT,13,2015-12-26
2544,GNV,6,2015-12-26
2545,GPT,9,2015-12-26
2546,GRB,9,2015-12-26
2547,GRI,2,2015-12-26
2548,GRK,11,2015-12-26
2549,GRR,25,2015-12-26
2550,GSO,13,2015-12-26
2551,GSP,18,2015-12-26
2552,GTF,6,2015-12-26
2553,GTR,2,2015-12-26
2554,GUC,5,2015-12-26
2555,GUM,1,2015-12-26
2556,HDN,12,2015-12-26
2557,HIB,2,2015-12-26
2558,HLN,4,2015-12-26
2559,HNL,136,2015-12-26
2560,HOB,1,2015-12-26
2561,HOU,157,2015-12-26
2562,HPN,19,2015-12-26
2563,HRL,8,2015-12-26
2564,HSV,10,2015-12-26
2565,HYS,1,2015-12-26
2566,IAD,87,2015-12-26
2567,IAG,1,2015-12-26
2568,IAH,393,2015-12-26
2569,ICT,23,2015-12-26
2570,IDA,7,2015-12-26
2571,ILM,5,2015-12-26
2572,IMT,2,2015-12-26
2573,IND,70,2015-12-26
2574,INL,2,2015-12-26
2575,ISN,5,2015-12-26
2576,ISP,16,2015-12-26
2577,ITH,2,2015-12-26
2578,ITO,15,2015-12-26
2579,JAC,22,2015-12-26
2580,JAN,16,2015-12-26
2581,JAX,56,2015-12-26
2582,JFK,268,2015-12-26
2583,JLN,2,2015-12-26
2584,JMS,1,2015-12-26
2585,JNU,10,2015-12-26
2586,KOA,37,2015-12-26
2587,KTN,6,2015-12-26
2588,LAN,5,2015-12-26
2589,LAR,1,2015-12-26
2590,LAS,385,2015-12-26
2591,LAW,4,2015-12-26
2592,LAX,566,2015-12-26
2593,LBB,14,2015-12-26
2594,LBE,3,2015-12-26
2595,LCH,5,2015-12-26
2596,LEX,11,2015-12-26
2597,LFT,12,2015-12-26
2598,LGA,228,2015-12-26
2599,LGB,26,2015-12-26
2600,LIH,37,2015-12-26
2601,LIT,28,2015-12-26
2602,LNK,6,2015-12-26
2603,LRD,5,2015-12-26
2604,LSE,5,2015-12-26
2605,LWS,2,2015-12-26
2606,MAF,14,2015-12-26
2607,MBS,4,2015-12-26
2608,MCI,107,2015-12-26
2609,MCO,388,2015-12-26
2610,MDT,8,2015-12-26
2611,MDW,247,2015-12-26
2612,MEI,2,2015-12-26
2613,MEM,36,2015-12-26
2614,MFE,5,2015-12-26
2615,MFR,7,2015-12-26
2616,MGM,7,2015-12-26
2617,MHK,5,2015-12-26
2618,MHT,15,2015-12-26
2619,MIA,219,2015-12-26
2620,MKE,73,2015-12-26
2621,MKG,2,2015-12-26
2622,MLB,5,2015-12-26
2623,MLI,7,2015-12-26
2624,MLU,8,2015-12-26
2625,MMH,2,2015-12-26
2626,MOB,14,2015-12-26
2627,MOT,4,2015-12-26
2628,MQT,2,2015-12-26
2629,MRY,7,2015-12-26
2630,MSN,24,2015-12-26
2631,MSO,6,2015-12-26
2632,MSP,306,2015-12-26
2633,MSY,109,2015-12-26
2634,MTJ,11,2015-12-26
2635,MYR,9,2015-12-26
2636,OAJ,3,2015-12-26
2637,OAK,128,2015-12-26
2638,OGG,71,2015-12-26
2639,OKC,46,2015-12-26
2640,OMA,50,2015-12-26
2641,OME,2,2015-12-26
2642,ONT,49,2015-12-26
2643,ORD,751,2015-12-26
2644,ORF,28,2015-12-26
2645,ORH,2,2015-12-26
2646,OTZ,2,2015-12-26
2647,PAH,2,2015-12-26
2648,PBG,1,2015-12-26
2649,PBI,90,2015-12-26
2650,PDX,148,2015-12-26
2651,PHF,3,2015-12-26
2652,PHL,175,2015-12-26
2653,PHX,450,2015-12-26
2654,PIA,13,2015-12-26
2655,PIB,1,2015-12-26
2656,PIH,1,2015-12-26
2657,PIT,61,2015-12-26
2658,PLN,2,2015-12-26
2659,PNS,17,2015-12-26
2660,PSC,8,2015-12-26
2661,PSE,3,2015-12-26
2662,PSG,2,2015-12-26
2663,PSP,35,2015-12-26
2664,PVD,31,2015-12-26
2665,PWM,14,2015-12-26
2666,RAP,10,2015-12-26
2667,RDD,2,2015-12-26
2668,RDM,6,2015-12-26
2669,RDU,85,2015-12-26
2670,RHI,3,2015-12-26
2671,RIC,35,2015-12-26
2672,RKS,1,2015-12-26
2673,RNO,39,2015-12-26
2674,ROA,6,2015-12-26
2675,ROC,20,2015-12-26
2676,ROW,3,2015-12-26
2677,RST,4,2015-12-26
2678,RSW,123,2015-12-26
2679,SAF,3,2015-12-26
2680,SAN,207,2015-12-26
