,ORIGIN_AIRPORT,count,date
928,APN,2,2015-12-21
929,ASE,26,2015-12-21
930,ATL,1027,2015-12-21
931,ATW,7,2015-12-21
932,AUS,130,2015-12-21
933,AVL,8,2015-12-21
934,AVP,2,2015-12-21
935,AZO,6,2015-12-21
936,BDL,58,2015-12-21
937,BET,3,2015-12-21
938,BFL,8,2015-12-21
939,BGM,1,2015-12-21
940,BGR,1,2015-12-21
941,BHM,35,2015-12-21
942,BIL,12,2015-12-21
943,BIS,9,2015-12-21
944,BJI,2,2015-12-21
945,BLI,3,2015-12-21
946,BMI,8,2015-12-21
947,BNA,139,2015-12-21
948,BOI,42,2015-12-21
949,BOS,299,2015-12-21
950,BPT,3,2015-12-21
951,BQK,3,2015-12-21
952,BQN,6,2015-12-21
953,BRD,2,2015-12-21
954,BRO,7,2015-12-21
955,BRW,3,2015-12-21
956,BTM,2,2015-12-21
957,BTR,19,2015-12-21
958,BTV,13,2015-12-21
959,BUF,48,2015-12-21
960,BUR,59,2015-12-21
961,BWI,267,2015-12-21
962,BZN,14,2015-12-21
963,CAE,13,2015-12-21
964,CAK,16,2015-12-21
965,CDC,2,2015-12-21
966,CDV,2,2015-12-21
967,CHA,10,2015-12-21
968,CHO,5,2015-12-21
969,CHS,36,2015-12-21
970,CID,14,2015-12-21
971,CIU,2,2015-12-21
972,CLE,94,2015-12-21
973,CLL,5,2015-12-21
974,CLT,312,2015-12-21
975,CMH,66,2015-12-21
976,CMI,7,2015-12-21
977,CMX,2,2015-12-21
978,COD,1,2015-12-21
979,COS,22,2015-12-21
980,COU,4,2015-12-21
981,CPR,3,2015-12-21
982,CRP,12,2015-12-21
983,CRW,7,2015-12-21
984,CSG,2,2015-12-21
985,CVG,52,2015-12-21
986,CWA,4,2015-12-21
987,DAB,5,2015-12-21
988,DAL,202,2015-12-21
989,DAY,22,2015-12-21
990,DBQ,3,2015-12-21
991,DCA,214,2015-12-21
992,DEN,634,2015-12-21
993,DFW,692,2015-12-21
994,DHN,4,2015-12-21
995,DLH,5,2015-12-21
996,DRO,5,2015-12-21
997,DSM,27,2015-12-21
998,DTW,287,2015-12-21
999,DVL,2,2015-12-21
1000,EAU,2,2015-12-21
1001,ECP,11,2015-12-21
1002,EGE,11,2015-12-21
1003,EKO,2,2015-12-21
1004,ELM,4,2015-12-21
1005,ELP,35,2015-12-21
1006,ERI,2,2015-12-21
1007,ESC,2,2015-12-21
1008,EUG,11,2015-12-21
1009,EVV,10,2015-12-21
1010,EWN,2,2015-12-21
1011,EWR,333,2015-12-21
1012,EYW,6,2015-12-21
1013,FAI,6,2015-12-21
1014,FAR,18,2015-12-21
1015,FAT,18,2015-12-21
1016,FAY,4,2015-12-21
1017,FCA,6,2015-12-21
1018,FLG,6,2015-12-21
1019,FLL,263,2015-12-21
1020,FNT,14,2015-12-21
1021,FSD,10,2015-12-21
1022,FSM,6,2015-12-21
1023,FWA,13,2015-12-21
1024,GCC,3,2015-12-21
1025,GCK,2,2015-12-21
1026,GEG,31,2015-12-21
1027,GFK,4,2015-12-21
1028,GGG,2,2015-12-21
1029,GJT,10,2015-12-21
1030,GNV,8,2015-12-21
1031,GPT,9,2015-12-21
1032,GRB,12,2015-12-21
1033,GRI,2,2015-12-21
1034,GRK,11,2015-12-21
1035,GRR,27,2015-12-21
1036,GSO,13,2015-12-21
1037,GSP,20,2015-12-21
1038,GTF,6,2015-12-21
1039,GTR,2,2015-12-21
1040,GUC,2,2015-12-21
1041,GUM,1,2015-12-21
1042,HDN,7,2015-12-21
1043,HIB,3,2015-12-21
1044,HLN,4,2015-12-21
1045,HNL,137,2015-12-21
1046,HOB,2,2015-12-21
1047,HOU,165,2015-12-21
1048,HPN,19,2015-12-21
1049,HRL,9,2015-12-21
1050,HSV,12,2015-12-21
1051,HYS,2,2015-12-21
1052,IAD,95,2015-12-21
1053,IAG,1,2015-12-21
1054,IAH,438,2015-12-21
1055,ICT,25,2015-12-21
1056,IDA,7,2015-12-21
1057,ILM,5,2015-12-21
1058,IMT,2,2015-12-21
1059,IND,84,2015-12-21
1060,INL,2,2015-12-21
1061,ISN,6,2015-12-21
1062,ISP,13,2015-12-21
1063,ITH,2,2015-12-21
1064,ITO,17,2015-12-21
1065,JAC,20,2015-12-21
1066,JAN,21,2015-12-21
1067,JAX,60,2015-12-21
1068,JFK,288,2015-12-21
1069,JLN,2,2015-12-21
1070,JMS,3,2015-12-21
1071,JNU,11,2015-12-21
1072,KOA,35,2015-12-21
1073,KTN,6,2015-12-21
1074,LAN,5,2015-12-21
1075,LAR,2,2015-12-21
1076,LAS,405,2015-12-21
1077,LAW,4,2015-12-21
1078,LAX,603,2015-12-21
1079,LBB,14,2015-12-21
1080,LBE,3,2015-12-21
1081,LCH,5,2015-12-21
1082,LEX,14,2015-12-21
1083,LFT,11,2015-12-21
1084,LGA,271,2015-12-21
1085,LGB,26,2015-12-21
1086,LIH,34,2015-12-21
1087,LIT,29,2015-12-21
1088,LNK,6,2015-12-21
1089,LRD,6,2015-12-21
1090,LSE,5,2015-12-21
1091,LWS,2,2015-12-21
1092,MAF,20,2015-12-21
1093,MBS,5,2015-12-21
1094,MCI,111,2015-12-21
1095,MCO,371,2015-12-21
1096,MDT,9,2015-12-21
1097,MDW,239,2015-12-21
1098,MEI,3,2015-12-21
1099,MEM,37,2015-12-21
1100,MFE,5,2015-12-21
1101,MFR,9,2015-12-21
1102,MGM,9,2015-12-21
1103,MHK,5,2015-12-21
1104,MHT,15,2015-12-21
1105,MIA,224,2015-12-21
1106,MKE,86,2015-12-21
1107,MKG,2,2015-12-21
1108,MLB,5,2015-12-21
1109,MLI,9,2015-12-21
1110,MLU,9,2015-12-21
1111,MMH,1,2015-12-21
1112,MOB,16,2015-12-21
1113,MOT,5,2015-12-21
1114,MQT,2,2015-12-21
1115,MRY,7,2015-12-21
1116,MSN,24,2015-12-21
1117,MSO,7,2015-12-21
1118,MSP,316,2015-12-21
1119,MSY,116,2015-12-21
1120,MTJ,8,2015-12-21
1121,MYR,9,2015-12-21
1122,OAJ,4,2015-12-21
1123,OAK,137,2015-12-21
1124,OGG,68,2015-12-21
1125,OKC,52,2015-12-21
1126,OMA,55,2015-12-21
1127,OME,2,2015-12-21
1128,ONT,54,2015-12-21
1129,ORD,865,2015-12-21
1130,ORF,28,2015-12-21
1131,ORH,2,2015-12-21
1132,OTH,1,2015-12-21
1133,OTZ,2,2015-12-21
1134,PAH,2,2015-12-21
1135,PBG,1,2015-12-21
1136,PBI,96,2015-12-21
1137,PDX,158,2015-12-21
1138,PHF,3,2015-12-21
1139,PHL,205,2015-12-21
1140,PHX,474,2015-12-21
1141,PIA,14,2015-12-21
1142,PIB,2,2015-12-21
1143,PIH,2,2015-12-21
1144,PIT,68,2015-12-21
1145,PLN,2,2015-12-21
1146,PNS,18,2015-12-21
1147,PPG,1,2015-12-21
1148,PSC,10,2015-12-21
1149,PSE,3,2015-12-21
1150,PSG,2,2015-12-21
1151,PSP,32,2015-12-21
1152,PVD,36,2015-12-21
1153,PWM,14,2015-12-21
1154,RAP,10,2015-12-21
1155,RDD,2,2015-12-21
1156,RDM,7,2015-12-21
1157,RDU,96,2015-12-21
1158,RHI,3,2015-12-21
1159,RIC,44,2015-12-21
1160,RKS,2,2015-12-21
1161,RNO,40,2015-12-21
1162,ROA,6,2015-12-21
1163,ROC,23,2015-12-21
1164,ROW,3,2015-12-21
1165,RST,4,2015-12-21
1166,RSW,113,2015-12-21
1167,SAF,3,2015-12-21
1168,SAN,216,2015-12-21
1169,SAT,86,2015-12-21
1170,SAV,17,2015-12-21
1171,SBA,14,2015-12-21
1172,SBN,13,2015-12-21
1173,SBP,7,2015-12-21
1174,SCC,3,2015-12-21
1175,SCE,3,2015-12-21
1176,SDF,28,2015-12-21
1177,SEA,367,2015-12-21
1178,SFO,485,2015-12-21
1179,SGF,18,2015-12-21
1180,SGU,6,2015-12-21
1181,SHV,19,2015-12-21
1182,SIT,3,2015-12-21
1183,SJC,113,2015-12-21
1184,SJT,5,2015-12-21
1185,SJU,94,2015-12-21
1186,SLC,318,2015-12-21
1187,SMF,113,2015-12-21
1188,SMX,2,2015-12-21
1189,SNA,125,2015-12-21
1190,SPI,5,2015-12-21
1191,SPS,3,2015-12-21
1192,SRQ,14,2015-12-21
1193,STL,148,2015-12-21
1194,STT,16,2015-12-21
1195,STX,3,2015-12-21
1196,SUN,5,2015-12-21
1197,SUX,2,2015-12-21
1198,SWF,2,2015-12-21
1199,SYR,18,2015-12-21
1200,TLH,8,2015-12-21
1201,TOL,3,2015-12-21
1202,TPA,209,2015-12-21
1203,TRI,5,2015-12-21
1204,TTN,9,2015-12-21
1205,TUL,38,2015-12-21
1206,TUS,48,2015-12-21
1207,TVC,8,2015-12-21
1208,TWF,3,2015-12-21
1209,TXK,3,2015-12-21
1210,TYR,5,2015-12-21
1211,TYS,19,2015-12-21
1212,UST,1,2015-12-21
1213,VLD,3,2015-12-21
1214,VPS,15,2015-12-21
1215,WRG,2,2015-12-21
1216,XNA,27,2015-12-21
1217,YAK,2,2015-12-21
1218,YUM,6,2015-12-21
1219,ABE,4,2015-12-22
1220,ABI,7,2015-12-22
1221,ABQ,56,2015-12-22
1222,ABR,2,2015-12-22
1223,ABY,2,2015-12-22
1224,ACT,5,2015-12-22
1225,ACV,4,2015-12-22
1226,ACY,10,2015-12-22
1227,ADQ,1,2015-12-22
1228,AEX,10,2015-12-22
1229,AGS,7,2015-12-22
1230,ALB,27,2015-12-22
1231,ALO,2,2015-12-22
1232,AMA,9,2015-12-22
1233,ANC,44,2015-12-22
1234,APN,2,2015-12-22
1235,ASE,26,2015-12-22
1236,ATL,1031,2015-12-22
1237,ATW,8,2015-12-22
1238,AUS,130,2015-12-22
1239,AVL,8,2015-12-22
1240,AVP,3,2015-12-22
1241,AZO,7,2015-12-22
1242,BDL,61,2015-12-22
1243,BET,3,2015-12-22
1244,BFL,7,2015-12-22
1245,BGM,1,2015-12-22
1246,BGR,1,2015-12-22
1247,BHM,34,2015-12-22
1248,BIL,12,2015-12-22
1249,BIS,11,2015-12-22
1250,BJI,2,2015-12-22
1251,BLI,4,2015-12-22
1252,BMI,8,2015-12-22
1253,BNA,139,2015-12-22
1254,BOI,42,2015-12-22
1255,BOS,300,2015-12-22
1256,BPT,3,2015-12-22
1257,BQK,3,2015-12-22
1258,BQN,5,2015-12-22
1259,BRD,2,2015-12-22
1260,BRO,7,2015-12-22
1261,BRW,3,2015-12-22
1262,BTM,2,2015-12-22
1263,BTR,19,2015-12-22
1264,BTV,14,2015-12-22
1265,BUF,48,2015-12-22
1266,BUR,59,2015-12-22
1267,BWI,269,2015-12-22
1268,BZN,13,2015-12-22
1269,CAE,12,2015-12-22
1270,CAK,16,2015-12-22
1271,CDC,2,2015-12-22
1272,CDV,2,2015-12-22
1273,CHA,10,2015-12-22
1274,CHO,5,2015-12-22
1275,CHS,33,2015-12-22
1276,CID,17,2015-12-22
1277,CIU,2,2015-12-22
1278,CLE,95,2015-12-22
1279,CLL,5,2015-12-22
1280,CLT,311,2015-12-22
1281,CMH,68,2015-12-22
1282,CMI,7,2015-12-22
1283,CMX,2,2015-12-22
1284,COD,1,2015-12-22
1285,COS,23,2015-12-22
1286,COU,4,2015-12-22
1287,CPR,4,2015-12-22
1288,CRP,12,2015-12-22
1289,CRW,7,2015-12-22
1290,CSG,2,2015-12-22
1291,CVG,52,2015-12-22
1292,CWA,4,2015-12-22
1293,DAB,4,2015-12-22
1294,DAL,202,2015-12-22
1295,DAY,21,2015-12-22
1296,DBQ,3,2015-12-22
1297,DCA,212,2015-12-22
1298,DEN,630,2015-12-22
1299,DFW,687,2015-12-22
1300,DHN,4,2015-12-22
1301,DLH,5,2015-12-22
1302,DRO,6,2015-12-22
1303,DSM,25,2015-12-22
1304,DTW,287,2015-12-22
1305,DVL,1,2015-12-22
1306,EAU,2,2015-12-22
1307,ECP,11,2015-12-22
1308,EGE,11,2015-12-22
1309,EKO,2,2015-12-22
1310,ELM,4,2015-12-22
1311,ELP,34,2015-12-22
1312,ERI,2,2015-12-22
1313,ESC,2,2015-12-22
1314,EUG,11,2015-12-22
1315,EVV,10,2015-12-22
1316,EWN,2,2015-12-22
1317,EWR,337,2015-12-22
1318,EYW,6,2015-12-22
1319,FAI,6,2015-12-22
1320,FAR,18,2015-12-22
1321,FAT,18,2015-12-22
1322,FAY,4,2015-12-22
1323,FCA,6,2015-12-22
1324,FLG,6,2015-12-22
1325,FLL,264,2015-12-22
1326,FNT,14,2015-12-22
1327,FSD,10,2015-12-22
1328,FSM,6,2015-12-22
1329,FWA,13,2015-12-22
1330,GCC,3,2015-12-22
1331,GCK,2,2015-12-22
1332,GEG,31,2015-12-22
1333,GFK,4,2015-12-22
1334,GGG,2,2015-12-22
1335,GJT,11,2015-12-22
1336,GNV,8,2015-12-22
1337,GPT,9,2015-12-22
1338,GRB,12,2015-12-22
1339,GRI,2,2015-12-22
1340,GRK,12,2015-12-22
1341,GRR,28,2015-12-22
1342,GSO,11,2015-12-22
1343,GSP,19,2015-12-22
1344,GTF,5,2015-12-22
1345,GTR,2,2015-12-22
1346,GUC,3,2015-12-22
1347,GUM,1,2015-12-22
1348,HDN,7,2015-12-22
1349,HIB,3,2015-12-22
1350,HLN,4,2015-12-22
1351,HNL,134,2015-12-22
1352,HOB,2,2015-12-22
1353,HOU,165,2015-12-22
1354,HPN,19,2015-12-22
1355,HRL,9,2015-12-22
1356,HSV,12,2015-12-22
1357,HYS,2,2015-12-22
1358,IAD,97,2015-12-22
1359,IAG,1,2015-12-22
1360,IAH,433,2015-12-22
1361,ICT,26,2015-12-22
1362,IDA,7,2015-12-22
1363,ILM,5,2015-12-22
1364,IMT,2,2015-12-22
1365,IND,84,2015-12-22
1366,INL,1,2015-12-22
1367,ISN,6,2015-12-22
1368,ISP,13,2015-12-22
1369,ITH,2,2015-12-22
1370,ITO,17,2015-12-22
1371,JAC,20,2015-12-22
1372,JAN,21,2015-12-22
1373,JAX,59,2015-12-22
1374,JFK,284,2015-12-22
1375,JLN,2,2015-12-22
1376,JMS,2,2015-12-22
1377,JNU,11,2015-12-22
1378,KOA,33,2015-12-22
1379,KTN,6,2015-12-22
1380,LAN,6,2015-12-22
1381,LAR,2,2015-12-22
1382,LAS,405,2015-12-22
1383,LAW,4,2015-12-22
1384,LAX,593,2015-12-22
1385,LBB,14,2015-12-22
1386,LBE,3,2015-12-22
1387,LCH,5,2015-12-22
1388,LEX,14,2015-12-22
1389,LFT,13,2015-12-22
1390,LGA,271,2015-12-22
1391,LGB,26,2015-12-22
1392,LIH,34,2015-12-22
1393,LIT,29,2015-12-22
1394,LNK,7,2015-12-22
1395,LRD,6,2015-12-22
1396,LSE,5,2015-12-22
1397,LWS,2,2015-12-22
1398,MAF,17,2015-12-22
1399,MBS,6,2015-12-22
1400,MCI,109,2015-12-22
1401,MCO,371,2015-12-22
1402,MDT,9,2015-12-22
1403,MDW,237,2015-12-22
1404,MEI,3,2015-12-22
1405,MEM,37,2015-12-22
1406,MFE,7,2015-12-22
1407,MFR,9,2015-12-22
1408,MGM,9,2015-12-22
1409,MHK,5,2015-12-22
1410,MHT,15,2015-12-22
1411,MIA,222,2015-12-22
1412,MKE,85,2015-12-22
1413,MKG,2,2015-12-22
1414,MLB,5,2015-12-22
1415,MLI,7,2015-12-22
1416,MLU,9,2015-12-22
1417,MMH,1,2015-12-22
1418,MOB,15,2015-12-22
1419,MOT,4,2015-12-22
1420,MQT,2,2015-12-22
1421,MRY,7,2015-12-22
1422,MSN,23,2015-12-22
1423,MSO,8,2015-12-22
1424,MSP,311,2015-12-22
1425,MSY,119,2015-12-22
1426,MTJ,6,2015-12-22
1427,MYR,9,2015-12-22
1428,OAJ,4,2015-12-22
1429,OAK,138,2015-12-22
1430,OGG,67,2015-12-22
1431,OKC,52,2015-12-22
1432,OMA,53,2015-12-22
1433,OME,2,2015-12-22
1434,ONT,54,2015-12-22
1435,ORD,869,2015-12-22
1436,ORF,28,2015-12-22
1437,ORH,2,2015-12-22
1438,OTZ,2,2015-12-22
1439,PAH,2,2015-12-22
1440,PBG,1,2015-12-22
1441,PBI,97,2015-12-22
1442,PDX,158,2015-12-22
1443,PHF,3,2015-12-22
1444,PHL,204,2015-12-22
1445,PHX,474,2015-12-22
1446,PIA,14,2015-12-22
1447,PIB,2,2015-12-22
1448,PIH,2,2015-12-22
1449,PIT,69,2015-12-22
1450,PLN,2,2015-12-22
1451,PNS,18,2015-12-22
1452,PSC,10,2015-12-22
1453,PSE,3,2015-12-22
1454,PSG,2,2015-12-22
1455,PSP,32,2015-12-22
1456,PVD,37,2015-12-22
1457,PWM,16,2015-12-22
1458,RAP,10,2015-12-22
1459,RDD,2,2015-12-22
1460,RDM,7,2015-12-22
1461,RDU,97,2015-12-22
1462,RHI,3,2015-12-22
1463,RIC,42,2015-12-22
1464,RKS,2,2015-12-22
1465,RNO,40,2015-12-22
1466,ROA,6,2015-12-22
1467,ROC,21,2015-12-22
1468,ROW,3,2015-12-22
1469,RST,4,2015-12-22
1470,RSW,114,2015-12-22
1471,SAF,3,2015-12-22
1472,SAN,215,2015-12-22
1473,SAT,86,2015-12-22
1474,SAV,17,2015-12-22
1475,SBA,14,2015-12-22
1476,SBN,13,2015-12-22
1477,SBP,7,2015-12-22
1478,SCC,3,2015-12-22
1479,SCE,3,2015-12-22
1480,SDF,27,2015-12-22
1481,SEA,366,2015-12-22
1482,SFO,483,2015-12-22
1483,SGF,18,2015-12-22
1484,SGU,6,2015-12-22
1485,SHV,19,2015-12-22
1486,SIT,3,2015-12-22
1487,SJC,112,2015-12-22
1488,SJT,5,2015-12-22
1489,SJU,91,2015-12-22
1490,SLC,314,2015-12-22
1491,SMF,113,2015-12-22
1492,SMX,2,2015-12-22
1493,SNA,124,2015-12-22
1494,SPI,5,2015-12-22
1495,SPS,3,2015-12-22
1496,SRQ,14,2015-12-22
1497,STL,148,2015-12-22
1498,STT,16,2015-12-22
1499,STX,3,2015-12-22
1500,SUN,5,2015-12-22
1501,SUX,2,2015-12-22
1502,SWF,2,2015-12-22
1503,SYR,19,2015-12-22
1504,TLH,8,2015-12-22
1505,TOL,3,2015-12-22
1506,TPA,207,2015-12-22
1507,TRI,5,2015-12-22
1508,TTN,10,2015-12-22
1509,TUL,39,2015-12-22
1510,TUS,47,2015-12-22
1511,TVC,7,2015-12-22
1512,TWF,3,2015-12-22
1513,TXK,3,2015-12-22
1514,TYR,5,2015-12-22
1515,TYS,20,2015-12-22
1516,VLD,3,2015-12-22
1517,VPS,15,2015-12-22
1518,WRG,2,2015-12-22
1519,XNA,26,2015-12-22
1520,YAK,2,2015-12-22
1521,YUM,6,2015-12-22
1522,ABE,3,2015-12-23
1523,ABI,7,2015-12-23
1524,ABQ,59,2015-12-23
1525,ABR,2,2015-12-23
1526,ABY,2,2015-12-23
1527,ACT,5,2015-12-23
1528,ACV,4,2015-12-23
1529,ACY,10,2015-12-23
1530,ADQ,1,2015-12-23
1531,AEX,10,2015-12-23
1532,AGS,7,2015-12-23
1533,ALB,27,2015-12-23
1534,ALO,2,2015-12-23
1535,AMA,9,2015-12-23
1536,ANC,42,2015-12-23
1537,APN,2,2015-12-23
1538,ASE,26,2015-12-23
1539,ATL,1033,2015-12-23
1540,ATW,9,2015-12-23
1541,AUS,132,2015-12-23
1542,AVL,8,2015-12-23
1543,AVP,4,2015-12-23
1544,AZO,6,2015-12-23
1545,BDL,61,2015-12-23
1546,BET,3,2015-12-23
1547,BFL,7,2015-12-23
1548,BGM,1,2015-12-23
1549,BGR,1,2015-12-23
1550,BHM,38,2015-12-23
1551,BIL,12,2015-12-23
1552,BIS,10,2015-12-23
1553,BJI,2,2015-12-23
1554,BLI,4,2015-12-23
1555,BMI,8,2015-12-23
1556,BNA,141,2015-12-23
1557,BOI,43,2015-12-23
1558,BOS,309,2015-12-23
1559,BPT,3,2015-12-23
1560,BQK,3,2015-12-23
1561,BQN,6,2015-12-23
1562,BRD,2,2015-12-23
1563,BRO,7,2015-12-23
1564,BRW,2,2015-12-23
1565,BTM,2,2015-12-23
1566,BTR,20,2015-12-23
1567,BTV,14,2015-12-23
1568,BUF,47,2015-12-23
1569,BUR,64,2015-12-23
1570,BWI,291,2015-12-23
1571,BZN,13,2015-12-23
1572,CAE,12,2015-12-23
1573,CAK,16,2015-12-23
1574,CDC,2,2015-12-23
1575,CDV,2,2015-12-23
1576,CHA,10,2015-12-23
1577,CHO,6,2015-12-23
1578,CHS,38,2015-12-23
1579,CID,18,2015-12-23
1580,CIU,2,2015-12-23
1581,CLE,95,2015-12-23
1582,CLL,5,2015-12-23
1583,CLT,316,2015-12-23
1584,CMH,71,2015-12-23
1585,CMI,7,2015-12-23
1586,CMX,2,2015-12-23
1587,COD,2,2015-12-23
1588,COS,22,2015-12-23
1589,COU,4,2015-12-23
1590,CPR,4,2015-12-23
1591,CRP,13,2015-12-23
1592,CRW,7,2015-12-23
1593,CSG,2,2015-12-23
1594,CVG,54,2015-12-23
1595,CWA,4,2015-12-23
1596,DAB,5,2015-12-23
1597,DAL,196,2015-12-23
1598,DAY,23,2015-12-23
1599,DBQ,3,2015-12-23
1600,DCA,213,2015-12-23
1601,DEN,639,2015-12-23
1602,DFW,689,2015-12-23
1603,DHN,4,2015-12-23
1604,DLH,5,2015-12-23
1605,DRO,5,2015-12-23
1606,DSM,26,2015-12-23
1607,DTW,292,2015-12-23
1608,DVL,2,2015-12-23
1609,EAU,2,2015-12-23
1610,ECP,11,2015-12-23
1611,EGE,11,2015-12-23
1612,EKO,2,2015-12-23
1613,ELM,4,2015-12-23
1614,ELP,38,2015-12-23
1615,ERI,2,2015-12-23
1616,ESC,2,2015-12-23
1617,EUG,11,2015-12-23
1618,EVV,10,2015-12-23
1619,EWN,2,2015-12-23
1620,EWR,336,2015-12-23
1621,EYW,6,2015-12-23
1622,FAI,6,2015-12-23
1623,FAR,19,2015-12-23
1624,FAT,17,2015-12-23
1625,FAY,4,2015-12-23
1626,FCA,6,2015-12-23
1627,FLG,6,2015-12-23
1628,FLL,272,2015-12-23
1629,FNT,13,2015-12-23
1630,FSD,9,2015-12-23
1631,FSM,6,2015-12-23
1632,FWA,15,2015-12-23
1633,GCC,3,2015-12-23
1634,GCK,2,2015-12-23
1635,GEG,31,2015-12-23
1636,GFK,4,2015-12-23
1637,GGG,2,2015-12-23
1638,GJT,10,2015-12-23
1639,GNV,8,2015-12-23
1640,GPT,9,2015-12-23
1641,GRB,12,2015-12-23
1642,GRI,2,2015-12-23
1643,GRK,11,2015-12-23
1644,GRR,27,2015-12-23
1645,GSO,12,2015-12-23
1646,GSP,21,2015-12-23
1647,GTF,5,2015-12-23
1648,GTR,2,2015-12-23
1649,GUC,4,2015-12-23
1650,GUM,1,2015-12-23
1651,HDN,8,2015-12-23
1652,HIB,3,2015-12-23
1653,HLN,4,2015-12-23
1654,HNL,137,2015-12-23
1655,HOB,2,2015-12-23
1656,HOU,169,2015-12-23
1657,HPN,19,2015-12-23
1658,HRL,9,2015-12-23
1659,HSV,13,2015-12-23
1660,HYS,2,2015-12-23
1661,IAD,96,2015-12-23
1662,IAG,1,2015-12-23
1663,IAH,429,2015-12-23
1664,ICT,25,2015-12-23
1665,IDA,7,2015-12-23
1666,ILM,5,2015-12-23
1667,IMT,2,2015-12-23
1668,IND,87,2015-12-23
1669,INL,1,2015-12-23
1670,ISN,6,2015-12-23
1671,ISP,16,2015-12-23
1672,ITH,2,2015-12-23
1673,ITO,17,2015-12-23
1674,JAC,19,2015-12-23
1675,JAN,20,2015-12-23
1676,JAX,61,2015-12-23
1677,JFK,291,2015-12-23
1678,JLN,2,2015-12-23
1679,JMS,3,2015-12-23
1680,JNU,10,2015-12-23
1681,KOA,34,2015-12-23
1682,KTN,6,2015-12-23
1683,LAN,4,2015-12-23
1684,LAR,2,2015-12-23
1685,LAS,384,2015-12-23
1686,LAW,4,2015-12-23
1687,LAX,588,2015-12-23
1688,LBB,15,2015-12-23
1689,LBE,3,2015-12-23
1690,LCH,6,2015-12-23
1691,LEX,14,2015-12-23
1692,LFT,12,2015-12-23
1693,LGA,274,2015-12-23
1694,LGB,26,2015-12-23
1695,LIH,35,2015-12-23
1696,LIT,30,2015-12-23
1697,LNK,8,2015-12-23
1698,LRD,6,2015-12-23
1699,LSE,6,2015-12-23
1700,LWS,2,2015-12-23
1701,MAF,17,2015-12-23
1702,MBS,6,2015-12-23
1703,MCI,116,2015-12-23
1704,MCO,379,2015-12-23
1705,MDT,9,2015-12-23
1706,MDW,262,2015-12-23
1707,MEI,3,2015-12-23
1708,MEM,36,2015-12-23
1709,MFE,7,2015-12-23
1710,MFR,9,2015-12-23
1711,MGM,9,2015-12-23
1712,MHK,5,2015-12-23
1713,MHT,16,2015-12-23
1714,MIA,224,2015-12-23
1715,MKE,85,2015-12-23
1716,MKG,2,2015-12-23
1717,MLB,5,2015-12-23
1718,MLI,9,2015-12-23
1719,MLU,9,2015-12-23
1720,MMH,1,2015-12-23
1721,MOB,15,2015-12-23
1722,MOT,3,2015-12-23
1723,MQT,3,2015-12-23
1724,MRY,7,2015-12-23
1725,MSN,23,2015-12-23
1726,MSO,6,2015-12-23
1727,MSP,319,2015-12-23
1728,MSY,121,2015-12-23
1729,MTJ,5,2015-12-23
1730,MYR,9,2015-12-23
1731,OAJ,4,2015-12-23
1732,OAK,141,2015-12-23
1733,OGG,67,2015-12-23
1734,OKC,50,2015-12-23
1735,OMA,60,2015-12-23
1736,OME,2,2015-12-23
1737,ONT,54,2015-12-23
1738,ORD,866,2015-12-23
1739,ORF,34,2015-12-23
1740,ORH,2,2015-12-23
1741,OTH,1,2015-12-23
1742,OTZ,2,2015-12-23
1743,PAH,2,2015-12-23
1744,PBG,1,2015-12-23
1745,PBI,98,2015-12-23
1746,PDX,159,2015-12-23
1747,PHF,3,2015-12-23
1748,PHL,204,2015-12-23
1749,PHX,474,2015-12-23
1750,PIA,14,2015-12-23
1751,PIB,2,2015-12-23
1752,PIH,2,2015-12-23
1753,PIT,72,2015-12-23
1754,PLN,2,2015-12-23
1755,PNS,18,2015-12-23
1756,PPG,1,2015-12-23
1757,PSC,10,2015-12-23
1758,PSE,3,2015-12-23
1759,PSG,2,2015-12-23
1760,PSP,31,2015-12-23
1761,PVD,39,2015-12-23
1762,PWM,16,2015-12-23
1763,RAP,10,2015-12-23
1764,RDD,2,2015-12-23
1765,RDM,7,2015-12-23
1766,RDU,96,2015-12-23
1767,RHI,3,2015-12-23
1768,RIC,44,2015-12-23
1769,RKS,2,2015-12-23
1770,RNO,41,2015-12-23
1771,ROA,6,2015-12-23
1772,ROC,21,2015-12-23
1773,ROW,3,2015-12-23
1774,RST,4,2015-12-23
1775,RSW,115,2015-12-23
1776,SAF,3,2015-12-23
1777,SAN,227,2015-12-23
1778,SAT,89,2015-12-23
1779,SAV,18,2015-12-23
1780,SBA,14,2015-12-23
1781,SBN,13,2015-12-23
1782,SBP,7,2015-12-23
1783,SCC,2,2015-12-23
1784,SCE,3,2015-12-23
1785,SDF,34,2015-12-23
1786,SEA,368,2015-12-23
1787,SFO,489,2015-12-23
1788,SGF,19,2015-12-23
1789,SGU,6,2015-12-23
1790,SHV,19,2015-12-23
1791,SIT,3,2015-12-23
1792,SJC,118,2015-12-23
1793,SJT,5,2015-12-23
1794,SJU,93,2015-12-23
1795,SLC,311,2015-12-23
1796,SMF,110,2015-12-23
1797,SMX,2,2015-12-23
1798,SNA,127,2015-12-23
1799,SPI,5,2015-12-23
1800,SPS,3,2015-12-23
1801,SRQ,14,2015-12-23
1802,STL,150,2015-12-23
1803,STT,16,2015-12-23
1804,STX,4,2015-12-23
1805,SUN,5,2015-12-23
1806,SUX,2,2015-12-23
