,MONTH,DAY,ORIGIN_AIRPORT,count,year,date
628,12,20,AUS,125,2015,2015-12-20
629,12,20,AVL,8,2015,2015-12-20
630,12,20,AVP,3,2015,2015-12-20
631,12,20,AZO,6,2015,2015-12-20
632,12,20,BDL,54,2015,2015-12-20
633,12,20,BET,2,2015,2015-12-20
634,12,20,BFL,7,2015,2015-12-20
635,12,20,BGM,1,2015,2015-12-20
636,12,20,BGR,1,2015,2015-12-20
637,12,20,BHM,33,2015,2015-12-20
638,12,20,BIL,11,2015,2015-12-20
639,12,20,BIS,12,2015,2015-12-20
640,12,20,BJI,2,2015,2015-12-20
641,12,20,BLI,4,2015,2015-12-20
642,12,20,BMI,8,2015,2015-12-20
643,12,20,BNA,137,2015,2015-12-20
644,12,20,BOI,41,2015,2015-12-20
645,12,20,BOS,282,2015,2015-12-20
646,12,20,BPT,3,2015,2015-12-20
647,12,20,BQK,3,2015,2015-12-20
648,12,20,BQN,5,2015,2015-12-20
649,12,20,BRD,1,2015,2015-12-20
650,12,20,BRO,7,2015,2015-12-20
651,12,20,BRW,2,2015,2015-12-20
652,12,20,BTM,2,2015,2015-12-20
653,12,20,BTR,18,2015,2015-12-20
654,12,20,BTV,11,2015,2015-12-20
655,12,20,BUF,44,2015,2015-12-20
656,12,20,BUR,53,2015,2015-12-20
657,12,20,BWI,254,2015,2015-12-20
658,12,20,BZN,14,2015,2015-12-20
659,12,20,CAE,11,2015,2015-12-20
660,12,20,CAK,15,2015,2015-12-20
661,12,20,CDC,1,2015,2015-12-20
662,12,20,CDV,2,2015,2015-12-20
663,12,20,CHA,10,2015,2015-12-20
664,12,20,CHO,6,2015,2015-12-20
665,12,20,CHS,36,2015,2015-12-20
666,12,20,CID,18,2015,2015-12-20
667,12,20,CIU,2,2015,2015-12-20
668,12,20,CLE,90,2015,2015-12-20
669,12,20,CLL,5,2015,2015-12-20
670,12,20,CLT,292,2015,2015-12-20
671,12,20,CMH,64,2015,2015-12-20
672,12,20,CMI,7,2015,2015-12-20
673,12,20,CMX,2,2015,2015-12-20
674,12,20,COD,2,2015,2015-12-20
675,12,20,COS,22,2015,2015-12-20
676,12,20,COU,4,2015,2015-12-20
677,12,20,CPR,5,2015,2015-12-20
678,12,20,CRP,10,2015,2015-12-20
679,12,20,CRW,7,2015,2015-12-20
680,12,20,CSG,2,2015,2015-12-20
681,12,20,CVG,57,2015,2015-12-20
682,12,20,CWA,2,2015,2015-12-20
683,12,20,DAB,5,2015,2015-12-20
684,12,20,DAL,188,2015,2015-12-20
685,12,20,DAY,21,2015,2015-12-20
686,12,20,DBQ,3,2015,2015-12-20
687,12,20,DCA,197,2015,2015-12-20
688,12,20,DEN,623,2015,2015-12-20
689,12,20,DFW,676,2015,2015-12-20
690,12,20,DHN,4,2015,2015-12-20
691,12,20,DLH,5,2015,2015-12-20
692,12,20,DRO,5,2015,2015-12-20
693,12,20,DSM,26,2015,2015-12-20
694,12,20,DTW,290,2015,2015-12-20
695,12,20,DVL,1,2015,2015-12-20
696,12,20,EAU,2,2015,2015-12-20
697,12,20,ECP,10,2015,2015-12-20
698,12,20,EGE,13,2015,2015-12-20
699,12,20,EKO,1,2015,2015-12-20
700,12,20,ELM,4,2015,2015-12-20
701,12,20,ELP,37,2015,2015-12-20
702,12,20,ERI,2,2015,2015-12-20
703,12,20,ESC,1,2015,2015-12-20
704,12,20,EUG,11,2015,2015-12-20
705,12,20,EVV,10,2015,2015-12-20
706,12,20,EWN,2,2015,2015-12-20
707,12,20,EWR,312,2015,2015-12-20
708,12,20,EYW,6,2015,2015-12-20
709,12,20,FAI,6,2015,2015-12-20
710,12,20,FAR,20,2015,2015-12-20
711,12,20,FAT,21,2015,2015-12-20
712,12,20,FAY,4,2015,2015-12-20
713,12,20,FCA,6,2015,2015-12-20
714,12,20,FLG,6,2015,2015-12-20
715,12,20,FLL,270,2015,2015-12-20
716,12,20,FNT,12,2015,2015-12-20
717,12,20,FSD,11,2015,2015-12-20
718,12,20,FSM,6,2015,2015-12-20
719,12,20,FWA,15,2015,2015-12-20
720,12,20,GCC,3,2015,2015-12-20
721,12,20,GCK,2,2015,2015-12-20
722,12,20,GEG,30,2015,2015-12-20
723,12,20,GFK,4,2015,2015-12-20
724,12,20,GGG,2,2015,2015-12-20
725,12,20,GJT,12,2015,2015-12-20
726,12,20,GNV,8,2015,2015-12-20
727,12,20,GPT,8,2015,2015-12-20
728,12,20,GRB,12,2015,2015-12-20
729,12,20,GRI,2,2015,2015-12-20
730,12,20,GRK,11,2015,2015-12-20
731,12,20,GRR,30,2015,2015-12-20
732,12,20,GSO,11,2015,2015-12-20
733,12,20,GSP,19,2015,2015-12-20
734,12,20,GTF,5,2015,2015-12-20
735,12,20,GTR,2,2015,2015-12-20
736,12,20,GUC,5,2015,2015-12-20
737,12,20,GUM,1,2015,2015-12-20
738,12,20,HDN,11,2015,2015-12-20
739,12,20,HIB,2,2015,2015-12-20
740,12,20,HLN,4,2015,2015-12-20
741,12,20,HNL,136,2015,2015-12-20
742,12,20,HOB,2,2015,2015-12-20
743,12,20,HOU,156,2015,2015-12-20
744,12,20,HPN,19,2015,2015-12-20
745,12,20,HRL,8,2015,2015-12-20
746,12,20,HSV,13,2015,2015-12-20
747,12,20,HYS,1,2015,2015-12-20
748,12,20,IAD,93,2015,2015-12-20
749,12,20,IAG,1,2015,2015-12-20
750,12,20,IAH,407,2015,2015-12-20
751,12,20,ICT,24,2015,2015-12-20
752,12,20,IDA,7,2015,2015-12-20
753,12,20,ILM,5,2015,2015-12-20
754,12,20,IMT,1,2015,2015-12-20
755,12,20,IND,78,2015,2015-12-20
756,12,20,INL,2,2015,2015-12-20
757,12,20,ISN,6,2015,2015-12-20
758,12,20,ISP,12,2015,2015-12-20
759,12,20,ITH,2,2015,2015-12-20
760,12,20,ITO,15,2015,2015-12-20
761,12,20,JAC,21,2015,2015-12-20
762,12,20,JAN,19,2015,2015-12-20
763,12,20,JAX,56,2015,2015-12-20
764,12,20,JFK,292,2015,2015-12-20
765,12,20,JLN,2,2015,2015-12-20
766,12,20,JMS,2,2015,2015-12-20
767,12,20,JNU,11,2015,2015-12-20
768,12,20,KOA,36,2015,2015-12-20
769,12,20,KTN,6,2015,2015-12-20
770,12,20,LAN,5,2015,2015-12-20
771,12,20,LAR,1,2015,2015-12-20
772,12,20,LAS,405,2015,2015-12-20
773,12,20,LAW,4,2015,2015-12-20
774,12,20,LAX,577,2015,2015-12-20
775,12,20,LBB,14,2015,2015-12-20
776,12,20,LBE,3,2015,2015-12-20
777,12,20,LCH,5,2015,2015-12-20
778,12,20,LEX,11,2015,2015-12-20
779,12,20,LFT,12,2015,2015-12-20
780,12,20,LGA,242,2015,2015-12-20
781,12,20,LGB,26,2015,2015-12-20
782,12,20,LIH,36,2015,2015-12-20
783,12,20,LIT,29,2015,2015-12-20
784,12,20,LNK,6,2015,2015-12-20
785,12,20,LRD,6,2015,2015-12-20
786,12,20,LSE,6,2015,2015-12-20
787,12,20,LWS,2,2015,2015-12-20
788,12,20,MAF,16,2015,2015-12-20
789,12,20,MBS,5,2015,2015-12-20
790,12,20,MCI,105,2015,2015-12-20
791,12,20,MCO,377,2015,2015-12-20
792,12,20,MDT,9,2015,2015-12-20
793,12,20,MDW,222,2015,2015-12-20
794,12,20,MEI,2,2015,2015-12-20
795,12,20,MEM,36,2015,2015-12-20
796,12,20,MFE,6,2015,2015-12-20
797,12,20,MFR,9,2015,2015-12-20
798,12,20,MGM,9,2015,2015-12-20
799,12,20,MHK,5,2015,2015-12-20
800,12,20,MHT,15,2015,2015-12-20
801,12,20,MIA,224,2015,2015-12-20
802,12,20,MKE,81,2015,2015-12-20
803,12,20,MKG,2,2015,2015-12-20
804,12,20,MLB,5,2015,2015-12-20
805,12,20,MLI,8,2015,2015-12-20
806,12,20,MLU,8,2015,2015-12-20
807,12,20,MMH,1,2015,2015-12-20
808,12,20,MOB,15,2015,2015-12-20
809,12,20,MOT,4,2015,2015-12-20
810,12,20,MQT,3,2015,2015-12-20
811,12,20,MRY,7,2015,2015-12-20
812,12,20,MSN,22,2015,2015-12-20
813,12,20,MSO,8,2015,2015-12-20
814,12,20,MSP,322,2015,2015-12-20
815,12,20,MSY,117,2015,2015-12-20
816,12,20,MTJ,8,2015,2015-12-20
817,12,20,MYR,9,2015,2015-12-20
818,12,20,OAJ,4,2015,2015-12-20
819,12,20,OAK,125,2015,2015-12-20
820,12,20,OGG,69,2015,2015-12-20
821,12,20,OKC,49,2015,2015-12-20
822,12,20,OMA,55,2015,2015-12-20
823,12,20,OME,2,2015,2015-12-20
824,12,20,ONT,49,2015,2015-12-20
825,12,20,ORD,838,2015,2015-12-20
826,12,20,ORF,27,2015,2015-12-20
827,12,20,ORH,2,2015,2015-12-20
828,12,20,OTH,1,2015,2015-12-20
829,12,20,OTZ,2,2015,2015-12-20
830,12,20,PAH,2,2015,2015-12-20
831,12,20,PBG,1,2015,2015-12-20
832,12,20,PBI,91,2015,2015-12-20
833,12,20,PDX,153,2015,2015-12-20
834,12,20,PHF,3,2015,2015-12-20
835,12,20,PHL,198,2015,2015-12-20
836,12,20,PHX,460,2015,2015-12-20
837,12,20,PIA,14,2015,2015-12-20
838,12,20,PIB,1,2015,2015-12-20
839,12,20,PIH,2,2015,2015-12-20
840,12,20,PIT,65,2015,2015-12-20
841,12,20,PLN,2,2015,2015-12-20
842,12,20,PNS,18,2015,2015-12-20
843,12,20,PSC,10,2015,2015-12-20
844,12,20,PSE,3,2015,2015-12-20
845,12,20,PSG,2,2015,2015-12-20
846,12,20,PSP,32,2015,2015-12-20
847,12,20,PVD,31,2015,2015-12-20
848,12,20,PWM,16,2015,2015-12-20
849,12,20,RAP,9,2015,2015-12-20
850,12,20,RDD,2,2015,2015-12-20
851,12,20,RDM,7,2015,2015-12-20
852,12,20,RDU,93,2015,2015-12-20
853,12,20,RHI,3,2015,2015-12-20
854,12,20,RIC,39,2015,2015-12-20
855,12,20,RKS,2,2015,2015-12-20
856,12,20,RNO,38,2015,2015-12-20
857,12,20,ROA,6,2015,2015-12-20
858,12,20,ROC,20,2015,2015-12-20
859,12,20,ROW,3,2015,2015-12-20
860,12,20,RST,4,2015,2015-12-20
861,12,20,RSW,117,2015,2015-12-20
862,12,20,SAF,3,2015,2015-12-20
863,12,20,SAN,207,2015,2015-12-20
864,12,20,SAT,84,2015,2015-12-20
865,12,20,SAV,18,2015,2015-12-20
866,12,20,SBA,15,2015,2015-12-20
867,12,20,SBN,12,2015,2015-12-20
868,12,20,SBP,7,2015,2015-12-20
869,12,20,SCC,2,2015,2015-12-20
870,12,20,SCE,3,2015,2015-12-20
871,12,20,SDF,29,2015,2015-12-20
872,12,20,SEA,354,2015,2015-12-20
873,12,20,SFO,466,2015,2015-12-20
874,12,20,SGF,18,2015,2015-12-20
875,12,20,SGU,6,2015,2015-12-20
876,12,20,SHV,19,2015,2015-12-20
877,12,20,SIT,3,2015,2015-12-20
878,12,20,SJC,102,2015,2015-12-20
879,12,20,SJT,5,2015,2015-12-20
880,12,20,SJU,102,2015,2015-12-20
881,12,20,SLC,320,2015,2015-12-20
882,12,20,SMF,103,2015,2015-12-20
883,12,20,SMX,2,2015,2015-12-20
884,12,20,SNA,114,2015,2015-12-20
885,12,20,SPI,5,2015,2015-12-20
886,12,20,SPS,3,2015,2015-12-20
887,12,20,SRQ,15,2015,2015-12-20
888,12,20,STL,132,2015,2015-12-20
889,12,20,STT,20,2015,2015-12-20
890,12,20,STX,3,2015,2015-12-20
891,12,20,SUN,5,2015,2015-12-20
892,12,20,SUX,2,2015,2015-12-20
893,12,20,SWF,2,2015,2015-12-20
894,12,20,SYR,18,2015,2015-12-20
895,12,20,TLH,8,2015,2015-12-20
896,12,20,TOL,3,2015,2015-12-20
897,12,20,TPA,210,2015,2015-12-20
898,12,20,TRI,6,2015,2015-12-20
899,12,20,TTN,9,2015,2015-12-20
900,12,20,TUL,37,2015,2015-12-20
901,12,20,TUS,48,2015,2015-12-20
902,12,20,TVC,7,2015,2015-12-20
903,12,20,TWF,3,2015,2015-12-20
904,12,20,TXK,3,2015,2015-12-20
905,12,20,TYR,5,2015,2015-12-20
906,12,20,TYS,19,2015,2015-12-20
907,12,20,VLD,3,2015,2015-12-20
908,12,20,VPS,15,2015,2015-12-20
909,12,20,WRG,2,2015,2015-12-20
910,12,20,XNA,23,2015,2015-12-20
911,12,20,YAK,2,2015,2015-12-20
912,12,20,YUM,6,2015,2015-12-20
913,12,21,ABE,4,2015,2015-12-21
914,12,21,ABI,7,2015,2015-12-21
915,12,21,ABQ,57,2015,2015-12-21
916,12,21,ABR,2,2015,2015-12-21
917,12,21,ABY,2,2015,2015-12-21
918,12,21,ACT,5,2015,2015-12-21
919,12,21,ACV,4,2015,2015-12-21
920,12,21,ACY,10,2015,2015-12-21
921,12,21,ADQ,1,2015,2015-12-21
922,12,21,AEX,10,2015,2015-12-21
923,12,21,AGS,7,2015,2015-12-21
924,12,21,ALB,24,2015,2015-12-21
925,12,21,ALO,2,2015,2015-12-21
926,12,21,AMA,10,2015,2015-12-21
927,12,21,ANC,46,2015,2015-12-21
928,12,21,APN,2,2015,2015-12-21
929,12,21,ASE,26,2015,2015-12-21
930,12,21,ATL,1027,2015,2015-12-21
931,12,21,ATW,7,2015,2015-12-21
932,12,21,AUS,130,2015,2015-12-21
933,12,21,AVL,8,2015,2015-12-21
934,12,21,AVP,2,2015,2015-12-21
935,12,21,AZO,6,2015,2015-12-21
936,12,21,BDL,58,2015,2015-12-21
937,12,21,BET,3,2015,2015-12-21
938,12,21,BFL,8,2015,2015-12-21
939,12,21,BGM,1,2015,2015-12-21
940,12,21,BGR,1,2015,2015-12-21
941,12,21,BHM,35,2015,2015-12-21
942,12,21,BIL,12,2015,2015-12-21
943,12,21,BIS,9,2015,2015-12-21
944,12,21,BJI,2,2015,2015-12-21
945,12,21,BLI,3,2015,2015-12-21
946,12,21,BMI,8,2015,2015-12-21
947,12,21,BNA,139,2015,2015-12-21
948,12,21,BOI,42,2015,2015-12-21
949,12,21,BOS,299,2015,2015-12-21
950,12,21,BPT,3,2015,2015-12-21
951,12,21,BQK,3,2015,2015-12-21
952,12,21,BQN,6,2015,2015-12-21
953,12,21,BRD,2,2015,2015-12-21
954,12,21,BRO,7,2015,2015-12-21
955,12,21,BRW,3,2015,2015-12-21
956,12,21,BTM,2,2015,2015-12-21
957,12,21,BTR,19,2015,2015-12-21
958,12,21,BTV,13,2015,2015-12-21
959,12,21,BUF,48,2015,2015-12-21
960,12,21,BUR,59,2015,2015-12-21
961,12,21,BWI,267,2015,2015-12-21
962,12,21,BZN,14,2015,2015-12-21
963,12,21,CAE,13,2015,2015-12-21
964,12,21,CAK,16,2015,2015-12-21
965,12,21,CDC,2,2015,2015-12-21
966,12,21,CDV,2,2015,2015-12-21
967,12,21,CHA,10,2015,2015-12-21
968,12,21,CHO,5,2015,2015-12-21
969,12,21,CHS,36,2015,2015-12-21
970,12,21,CID,14,2015,2015-12-21
971,12,21,CIU,2,2015,2015-12-21
972,12,21,CLE,94,2015,2015-12-21
973,12,21,CLL,5,2015,2015-12-21
974,12,21,CLT,312,2015,2015-12-21
975,12,21,CMH,66,2015,2015-12-21
976,12,21,CMI,7,2015,2015-12-21
977,12,21,CMX,2,2015,2015-12-21
978,12,21,COD,1,2015,2015-12-21
979,12,21,COS,22,2015,2015-12-21
980,12,21,COU,4,2015,2015-12-21
981,12,21,CPR,3,2015,2015-12-21
982,12,21,CRP,12,2015,2015-12-21
983,12,21,CRW,7,2015,2015-12-21
984,12,21,CSG,2,2015,2015-12-21
985,12,21,CVG,52,2015,2015-12-21
986,12,21,CWA,4,2015,2015-12-21
987,12,21,DAB,5,2015,2015-12-21
988,12,21,DAL,202,2015,2015-12-21
989,12,21,DAY,22,2015,2015-12-21
990,12,21,DBQ,3,2015,2015-12-21
991,12,21,DCA,214,2015,2015-12-21
992,12,21,DEN,634,2015,2015-12-21
993,12,21,DFW,692,2015,2015-12-21
994,12,21,DHN,4,2015,2015-12-21
995,12,21,DLH,5,2015,2015-12-21
996,12,21,DRO,5,2015,2015-12-21
997,12,21,DSM,27,2015,2015-12-21
998,12,21,DTW,287,2015,2015-12-21
999,12,21,DVL,2,2015,2015-12-21
1000,12,21,EAU,2,2015,2015-12-21
1001,12,21,ECP,11,2015,2015-12-21
1002,12,21,EGE,11,2015,2015-12-21
1003,12,21,EKO,2,2015,2015-12-21
1004,12,21,ELM,4,2015,2015-12-21
1005,12,21,ELP,35,2015,2015-12-21
1006,12,21,ERI,2,2015,2015-12-21
1007,12,21,ESC,2,2015,2015-12-21
1008,12,21,EUG,11,2015,2015-12-21
1009,12,21,EVV,10,2015,2015-12-21
1010,12,21,EWN,2,2015,2015-12-21
1011,12,21,EWR,333,2015,2015-12-21
1012,12,21,EYW,6,2015,2015-12-21
1013,12,21,FAI,6,2015,2015-12-21
1014,12,21,FAR,18,2015,2015-12-21
1015,12,21,FAT,18,2015,2015-12-21
1016,12,21,FAY,4,2015,2015-12-21
1017,12,21,FCA,6,2015,2015-12-21
1018,12,21,FLG,6,2015,2015-12-21
1019,12,21,FLL,263,2015,2015-12-21
1020,12,21,FNT,14,2015,2015-12-21
1021,12,21,FSD,10,2015,2015-12-21
1022,12,21,FSM,6,2015,2015-12-21
1023,12,21,FWA,13,2015,2015-12-21
1024,12,21,GCC,3,2015,2015-12-21
1025,12,21,GCK,2,2015,2015-12-21
1026,12,21,GEG,31,2015,2015-12-21
1027,12,21,GFK,4,2015,2015-12-21
1028,12,21,GGG,2,2015,2015-12-21
1029,12,21,GJT,10,2015,2015-12-21
1030,12,21,GNV,8,2015,2015-12-21
1031,12,21,GPT,9,2015,2015-12-21
1032,12,21,GRB,12,2015,2015-12-21
1033,12,21,GRI,2,2015,2015-12-21
1034,12,21,GRK,11,2015,2015-12-21
1035,12,21,GRR,27,2015,2015-12-21
1036,12,21,GSO,13,2015,2015-12-21
1037,12,21,GSP,20,2015,2015-12-21
1038,12,21,GTF,6,2015,2015-12-21
1039,12,21,GTR,2,2015,2015-12-21
1040,12,21,GUC,2,2015,2015-12-21
1041,12,21,GUM,1,2015,2015-12-21
1042,12,21,HDN,7,2015,2015-12-21
1043,12,21,HIB,3,2015,2015-12-21
1044,12,21,HLN,4,2015,2015-12-21
1045,12,21,HNL,137,2015,2015-12-21
1046,12,21,HOB,2,2015,2015-12-21
1047,12,21,HOU,165,2015,2015-12-21
1048,12,21,HPN,19,2015,2015-12-21
1049,12,21,HRL,9,2015,2015-12-21
1050,12,21,HSV,12,2015,2015-12-21
1051,12,21,HYS,2,2015,2015-12-21
1052,12,21,IAD,95,2015,2015-12-21
1053,12,21,IAG,1,2015,2015-12-21
1054,12,21,IAH,438,2015,2015-12-21
1055,12,21,ICT,25,2015,2015-12-21
1056,12,21,IDA,7,2015,2015-12-21
1057,12,21,ILM,5,2015,2015-12-21
1058,12,21,IMT,2,2015,2015-12-21
1059,12,21,IND,84,2015,2015-12-21
1060,12,21,INL,2,2015,2015-12-21
1061,12,21,ISN,6,2015,2015-12-21
1062,12,21,ISP,13,2015,2015-12-21
1063,12,21,ITH,2,2015,2015-12-21
1064,12,21,ITO,17,2015,2015-12-21
1065,12,21,JAC,20,2015,2015-12-21
1066,12,21,JAN,21,2015,2015-12-21
1067,12,21,JAX,60,2015,2015-12-21
1068,12,21,JFK,288,2015,2015-12-21
1069,12,21,JLN,2,2015,2015-12-21
1070,12,21,JMS,3,2015,2015-12-21
1071,12,21,JNU,11,2015,2015-12-21
1072,12,21,KOA,35,2015,2015-12-21
1073,12,21,KTN,6,2015,2015-12-21
1074,12,21,LAN,5,2015,2015-12-21
1075,12,21,LAR,2,2015,2015-12-21
1076,12,21,LAS,405,2015,2015-12-21
1077,12,21,LAW,4,2015,2015-12-21
1078,12,21,LAX,603,2015,2015-12-21
1079,12,21,LBB,14,2015,2015-12-21
1080,12,21,LBE,3,2015,2015-12-21
1081,12,21,LCH,5,2015,2015-12-21
1082,12,21,LEX,14,2015,2015-12-21
1083,12,21,LFT,11,2015,2015-12-21
1084,12,21,LGA,271,2015,2015-12-21
1085,12,21,LGB,26,2015,2015-12-21
1086,12,21,LIH,34,2015,2015-12-21
1087,12,21,LIT,29,2015,2015-12-21
1088,12,21,LNK,6,2015,2015-12-21
1089,12,21,LRD,6,2015,2015-12-21
1090,12,21,LSE,5,2015,2015-12-21
1091,12,21,LWS,2,2015,2015-12-21
1092,12,21,MAF,20,2015,2015-12-21
1093,12,21,MBS,5,2015,2015-12-21
1094,12,21,MCI,111,2015,2015-12-21
1095,12,21,MCO,371,2015,2015-12-21
1096,12,21,MDT,9,2015,2015-12-21
1097,12,21,MDW,239,2015,2015-12-21
1098,12,21,MEI,3,2015,2015-12-21
1099,12,21,MEM,37,2015,2015-12-21
1100,12,21,MFE,5,2015,2015-12-21
1101,12,21,MFR,9,2015,2015-12-21
1102,12,21,MGM,9,2015,2015-12-21
1103,12,21,MHK,5,2015,2015-12-21
1104,12,21,MHT,15,2015,2015-12-21
1105,12,21,MIA,224,2015,2015-12-21
1106,12,21,MKE,86,2015,2015-12-21
1107,12,21,MKG,2,2015,2015-12-21
1108,12,21,MLB,5,2015,2015-12-21
1109,12,21,MLI,9,2015,2015-12-21
1110,12,21,MLU,9,2015,2015-12-21
1111,12,21,MMH,1,2015,2015-12-21
1112,12,21,MOB,16,2015,2015-12-21
1113,12,21,MOT,5,2015,2015-12-21
1114,12,21,MQT,2,2015,2015-12-21
1115,12,21,MRY,7,2015,2015-12-21
1116,12,21,MSN,24,2015,2015-12-21
1117,12,21,MSO,7,2015,2015-12-21
1118,12,21,MSP,316,2015,2015-12-21
1119,12,21,MSY,116,2015,2015-12-21
1120,12,21,MTJ,8,2015,2015-12-21
1121,12,21,MYR,9,2015,2015-12-21
1122,12,21,OAJ,4,2015,2015-12-21
1123,12,21,OAK,137,2015,2015-12-21
1124,12,21,OGG,68,2015,2015-12-21
1125,12,21,OKC,52,2015,2015-12-21
1126,12,21,OMA,55,2015,2015-12-21
1127,12,21,OME,2,2015,2015-12-21
1128,12,21,ONT,54,2015,2015-12-21
1129,12,21,ORD,865,2015,2015-12-21
1130,12,21,ORF,28,2015,2015-12-21
1131,12,21,ORH,2,2015,2015-12-21
1132,12,21,OTH,1,2015,2015-12-21
1133,12,21,OTZ,2,2015,2015-12-21
1134,12,21,PAH,2,2015,2015-12-21
1135,12,21,PBG,1,2015,2015-12-21
1136,12,21,PBI,96,2015,2015-12-21
1137,12,21,PDX,158,2015,2015-12-21
1138,12,21,PHF,3,2015,2015-12-21
1139,12,21,PHL,205,2015,2015-12-21
1140,12,21,PHX,474,2015,2015-12-21
1141,12,21,PIA,14,2015,2015-12-21
1142,12,21,PIB,2,2015,2015-12-21
1143,12,21,PIH,2,2015,2015-12-21
1144,12,21,PIT,68,2015,2015-12-21
1145,12,21,PLN,2,2015,2015-12-21
1146,12,21,PNS,18,2015,2015-12-21
1147,12,21,PPG,1,2015,2015-12-21
1148,12,21,PSC,10,2015,2015-12-21
1149,12,21,PSE,3,2015,2015-12-21
1150,12,21,PSG,2,2015,2015-12-21
1151,12,21,PSP,32,2015,2015-12-21
1152,12,21,PVD,36,2015,2015-12-21
1153,12,21,PWM,14,2015,2015-12-21
1154,12,21,RAP,10,2015,2015-12-21
1155,12,21,RDD,2,2015,2015-12-21
1156,12,21,RDM,7,2015,2015-12-21
1157,12,21,RDU,96,2015,2015-12-21
1158,12,21,RHI,3,2015,2015-12-21
1159,12,21,RIC,44,2015,2015-12-21
1160,12,21,RKS,2,2015,2015-12-21
1161,12,21,RNO,40,2015,2015-12-21
1162,12,21,ROA,6,2015,2015-12-21
1163,12,21,ROC,23,2015,2015-12-21
1164,12,21,ROW,3,2015,2015-12-21
1165,12,21,RST,4,2015,2015-12-21
1166,12,21,RSW,113,2015,2015-12-21
1167,12,21,SAF,3,2015,2015-12-21
1168,12,21,SAN,216,2015,2015-12-21
1169,12,21,SAT,86,2015,2015-12-21
1170,12,21,SAV,17,2015,2015-12-21
1171,12,21,SBA,14,2015,2015-12-21
1172,12,21,SBN,13,2015,2015-12-21
1173,12,21,SBP,7,2015,2015-12-21
1174,12,21,SCC,3,2015,2015-12-21
1175,12,21,SCE,3,2015,2015-12-21
1176,12,21,SDF,28,2015,2015-12-21
1177,12,21,SEA,367,2015,2015-12-21
1178,12,21,SFO,485,2015,2015-12-21
1179,12,21,SGF,18,2015,2015-12-21
1180,12,21,SGU,6,2015,2015-12-21
1181,12,21,SHV,19,2015,2015-12-21
1182,12,21,SIT,3,2015,2015-12-21
1183,12,21,SJC,113,2015,2015-12-21
1184,12,21,SJT,5,2015,2015-12-21
1185,12,21,SJU,94,2015,2015-12-21
1186,12,21,SLC,318,2015,2015-12-21
1187,12,21,SMF,113,2015,2015-12-21
1188,12,21,SMX,2,2015,2015-12-21
1189,12,21,SNA,125,2015,2015-12-21
1190,12,21,SPI,5,2015,2015-12-21
1191,12,21,SPS,3,2015,2015-12-21
1192,12,21,SRQ,14,2015,2015-12-21
1193,12,21,STL,148,2015,2015-12-21
1194,12,21,STT,16,2015,2015-12-21
1195,12,21,STX,3,2015,2015-12-21
1196,12,21,SUN,5,2015,2015-12-21
1197,12,21,SUX,2,2015,2015-12-21
1198,12,21,SWF,2,2015,2015-12-21
1199,12,21,SYR,18,2015,2015-12-21
1200,12,21,TLH,8,2015,2015-12-21
1201,12,21,TOL,3,2015,2015-12-21
1202,12,21,TPA,209,2015,2015-12-21
1203,12,21,TRI,5,2015,2015-12-21
1204,12,21,TTN,9,2015,2015-12-21
1205,12,21,TUL,38,2015,2015-12-21
1206,12,21,TUS,48,2015,2015-12-21
1207,12,21,TVC,8,2015,2015-12-21
1208,12,21,TWF,3,2015,2015-12-21
1209,12,21,TXK,3,2015,2015-12-21
1210,12,21,TYR,5,2015,2015-12-21
1211,12,21,TYS,19,2015,2015-12-21
1212,12,21,UST,1,2015,2015-12-21
1213,12,21,VLD,3,2015,2015-12-21
1214,12,21,VPS,15,2015,2015-12-21
1215,12,21,WRG,2,2015,2015-12-21
1216,12,21,XNA,27,2015,2015-12-21
1217,12,21,YAK,2,2015,2015-12-21
1218,12,21,YUM,6,2015,2015-12-21
1219,12,22,ABE,4,2015,2015-12-22
1220,12,22,ABI,7,2015,2015-12-22
1221,12,22,ABQ,56,2015,2015-12-22
1222,12,22,ABR,2,2015,2015-12-22
1223,12,22,ABY,2,2015,2015-12-22
1224,12,22,ACT,5,2015,2015-12-22
1225,12,22,ACV,4,2015,2015-12-22
1226,12,22,ACY,10,2015,2015-12-22
1227,12,22,ADQ,1,2015,2015-12-22
1228,12,22,AEX,10,2015,2015-12-22
1229,12,22,AGS,7,2015,2015-12-22
1230,12,22,ALB,27,2015,2015-12-22
1231,12,22,ALO,2,2015,2015-12-22
1232,12,22,AMA,9,2015,2015-12-22
1233,12,22,ANC,44,2015,2015-12-22
1234,12,22,APN,2,2015,2015-12-22
1235,12,22,ASE,26,2015,2015-12-22
1236,12,22,ATL,1031,2015,2015-12-22
1237,12,22,ATW,8,2015,2015-12-22
1238,12,22,AUS,130,2015,2015-12-22
1239,12,22,AVL,8,2015,2015-12-22
1240,12,22,AVP,3,2015,2015-12-22
1241,12,22,AZO,7,2015,2015-12-22
1242,12,22,BDL,61,2015,2015-12-22
1243,12,22,BET,3,2015,2015-12-22
1244,12,22,BFL,7,2015,2015-12-22
1245,12,22,BGM,1,2015,2015-12-22
1246,12,22,BGR,1,2015,2015-12-22
1247,12,22,BHM,34,2015,2015-12-22
1248,12,22,BIL,12,2015,2015-12-22
1249,12,22,BIS,11,2015,2015-12-22
1250,12,22,BJI,2,2015,2015-12-22
1251,12,22,BLI,4,2015,2015-12-22
